,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,HuRc_conversionc,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
749,uc003oxa.2,,,['G4345.1'],uc003oxa.2,chr6,+,44214694,44221625,44216366,44221335,12,"44214694,44216366,44217113,44217411,44217757,44218027,44218784,44219154,44219473,44219735,44220781,44221225,","44214932,44216513,44217320,44217571,44217891,44218336,44218950,44219345,44219621,44220004,44221115,44221625,",P08238,uc003oxa.2,61319,uc003oxa.2,NM_007355,P08238,HS90B_HUMAN,HSP90AB1,NM_007355,NP_031381,"Homo sapiens heat shock protein 90kDa alpha (cytosolic), class B member 1 (HSP90AB1), transcript variant 2, mRNA.",,
750,uc021trc.1,,,['G2001.1'],uc021trc.1,chr17,+,16342300,16373962,16342300,16342300,4,"16342300,16342640,16343498,16373615,","16342374,16342728,16343567,16373962,",uc021trc.1,,30230,uc021trc.1,NR_045023,,,C17orf76-AS1,NR_045023,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 26, non-coding RNA.",,
751,uc010drg.3,,,['G2262.1'],uc010drg.3,chr18,-,77732866,77793915,77733684,77737641,3,"77732866,77737597,77793850,","77733856,77737701,77793915,",P83876,uc010drg.3,35491,uc010drg.3,AK308703,P83876,TXN4A_HUMAN,TXNL4A,NM_006701,NP_006692,"Homo sapiens thioredoxin-like 4A (TXNL4A), mRNA.",,
752,uc001dih.4,,,['G321.1'],uc001dih.4,chr1,-,78412166,78444777,78412166,78412166,21,"78412166,78413137,78414839,78420939,78422256,78425868,78426028,78428454,78429258,78429746,78429938,78430330,78430554,78430752,78432377,78432567,78432732,78433310,78433848,78435608,78444568,","78412261,78413237,78414985,78421014,78422385,78425948,78426180,78428615,78429400,78429847,78430041,78430432,78430653,78430915,78432435,78432639,78432782,78433350,78433887,78435699,78444777,",uc001dih.4,,5450,uc001dih.4,BC017247,,,FUBP1,NM_003902,,"Homo sapiens far upstream element (FUSE) binding protein 1 (FUBP1), mRNA.",,
753,uc003qsh.3,,,['G4646.1'],uc003qsh.3,chr6,-,160100148,160114353,160103524,160114199,5,"160100148,160103505,160105885,160113692,160114176,","160100330,160103670,160106065,160113895,160114353,",NP_001019637,uc003qsh.3,64088,uc003qsh.3,NM_001024466,P04179-2,P04179-2,SOD2,NM_001024466,NP_001019637,"Homo sapiens superoxide dismutase 2, mitochondrial (SOD2), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.",,
754,uc002jhg.4,,,['G2065.1'],uc002jhg.4,chr17,+,66507920,66529570,66511540,66526590,11,"66507920,66511534,66518896,66519865,66520156,66521052,66521894,66523980,66525010,66526060,66526417,","66508283,66511717,66519067,66519957,66520218,66521099,66522053,66524041,66525132,66526142,66529570,",P10644,uc002jhg.4,31527,uc002jhg.4,NM_212471,P10644,KAP0_HUMAN,PRKAR1A,NM_212471,NP_997637,"Homo sapiens protein kinase, cAMP-dependent, regulatory, type I, alpha (PRKAR1A), transcript variant 2, mRNA.",,
755,uc002rmh.3,,,['G2528.1'],uc002rmh.3,chr2,+,28974625,29025806,28974990,29022169,8,"28974625,28999716,29001674,29004603,29006772,29011523,29016728,29022064,","28975042,28999848,29001905,29004708,29006844,29011675,29016863,29025806,",P62140,uc002rmh.3,40486,uc002rmh.3,NM_002709,P62140,PP1B_HUMAN,PPP1CB,NM_002709,NP_996759,"Homo sapiens protein phosphatase 1, catalytic subunit, beta isozyme (PPP1CB), transcript variant 1, mRNA.",,
756,uc001iqt.3,,,['G505.1'],uc001iqt.3,chr10,+,21823100,22032559,21823573,22030912,23,"21823100,21823573,21827761,21875222,21884259,21901276,21903759,21906040,21940601,21959377,21962278,21970260,21971153,22002700,22015172,22016784,22019828,22021827,22022432,22022696,22024067,22028958,22030867,","21823449,21823733,21827841,21875277,21884369,21901380,21903853,21906136,21940697,21959633,21962848,21970305,21971186,22002879,22015284,22016857,22019983,22022016,22022521,22023058,22024164,22029165,22032559,",Q5VX90,uc001iqt.3,7961,uc001iqt.3,BC129946,Q5VX90,Q5VX90_HUMAN,MLLT10,NM_001195626,NP_001182555,"Homo sapiens myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 (MLLT10), transcript variant 1, mRNA.",,
757,uc002mer.4,,,['G2425.1'],uc002mer.4,chr19,-,6413118,6424822,6414122,6424712,20,"6413118,6415151,6415390,6415544,6415818,6416308,6416500,6416748,6416997,6417749,6417991,6418493,6418712,6419213,6420083,6420432,6421288,6421660,6422350,6424463,","6414131,6415312,6415468,6415745,6415907,6416418,6416661,6416893,6417098,6417852,6418090,6418592,6418887,6419271,6420155,6420482,6421328,6421699,6422447,6424822,",Q92945,uc002mer.4,38144,uc002mer.4,NM_003685,Q92945,FUBP2_HUMAN,KHSRP,NM_003685,NP_003676,"Homo sapiens KH-type splicing regulatory protein (KHSRP), mRNA.",,
758,uc010rer.2,,,['G779.1' 'G780.1'],uc010rer.2,chr11,+,35160416,35253949,35160850,35250880,8,"35160416,35198121,35201820,35208378,35211381,35240862,35243200,35250675,","35160917,35198287,35201954,35208447,35211612,35240934,35243279,35253949,",P16070-18,uc010rer.2,11594,uc010rer.2,NM_001202556,P16070-18,P16070-18,CD44,NM_001202556,NP_001189485,"Homo sapiens CD44 molecule (Indian blood group) (CD44), transcript variant 7, mRNA.",,
759,uc009yii.3,,,['G922.1'],uc009yii.3,chr11,-,27515964,27528326,27520195,27528299,4,"27515964,27520905,27523348,27528262,","27520351,27521115,27523467,27528326,",G3V1D4,uc009yii.3,13829,uc009yii.3,AL833601,G3V1D4,G3V1D4_HUMAN,LIN7C,NM_018362,,"Homo sapiens lin-7 homolog C (C. elegans) (LIN7C), mRNA.",,
760,uc002tuy.3,,,['G2892.1'],uc002tuy.3,chr2,-,136871918,136873813,136872438,136873509,1,"136871918,","136873813,",P61073-2,uc002tuy.3,44114,uc002tuy.3,NM_001008540,P61073-2,P61073-2,CXCR4,NM_001008540,NP_001008540,"Homo sapiens chemokine (C-X-C motif) receptor 4 (CXCR4), transcript variant 1, mRNA.",,
761,uc002sgf.3,,,['G2577.1'],uc002sgf.3,chr2,+,70314584,70316334,70314875,70315946,1,"70314584,","70316334,",Q15365,uc002sgf.3,40827,uc002sgf.3,NM_006196,Q15365,PCBP1_HUMAN,PCBP1,NM_006196,NP_006187,"Homo sapiens poly(rC) binding protein 1 (PCBP1), mRNA.",,
762,uc001xki.2,,,['G1554.1' 'G1555.1'],uc001xki.2,chr14,-,69254371,69260631,69256249,69259655,3,"69254371,69256243,69259598,","69255526,69257209,69260631,",Q07352,uc001xki.2,22801,uc001xki.2,NM_001244698,Q07352,TISB_HUMAN,ZFP36L1,NM_001244698,NP_004917,"Homo sapiens ZFP36 ring finger protein-like 1 (ZFP36L1), transcript variant 2, mRNA.",,
763,uc021tra.1,,,['G2001.1'],uc021tra.1,chr17,+,16342300,16373962,16342300,16342300,5,"16342300,16342640,16343498,16344387,16373615,","16342343,16342728,16343567,16344444,16373962,",uc021tra.1,,30244,uc021tra.1,NR_027172,,,C17orf76-AS1,NR_027172,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 16, non-coding RNA.",,
764,uc021osy.1,,,['G359.1'],uc021osy.1,chr1,-,120492742,120594328,120493116,120572566,15,"120492742,120496165,120497662,120502014,120506196,120508075,120508998,120510055,120510699,120512133,120529582,120539619,120547951,120572528,120594097,","120493460,120496311,120497855,120502125,120506430,120508189,120509112,120510244,120510855,120512367,120529705,120539955,120548211,120572610,120594328,",D2WEZ3,uc021osy.1,5903,uc021osy.1,GQ231534,D2WEZ3,D2WEZ3_HUMAN,NOTCH2,NM_001200001,NP_001186930,"Homo sapiens notch 2 (NOTCH2), transcript variant 2, mRNA.",,
765,uc002spr.3,,,['G2597.1'],uc002spr.3,chr2,+,85766100,85772403,85766410,85770895,9,"85766100,85768205,85768377,85768755,85768951,85769277,85769687,85770023,85770792,","85766501,85768283,85768500,85768868,85769095,85769496,85769870,85770157,85772403,",P31153,uc002spr.3,40983,uc002spr.3,NM_005911,P31153,METK2_HUMAN,MAT2A,NM_005911,NP_005902,"Homo sapiens methionine adenosyltransferase II, alpha (MAT2A), mRNA.",,
766,uc001ims.3,,,['G498.1'],uc001ims.3,chr10,-,13685705,14372866,13693904,14372101,25,"13685705,13693902,13696415,13698635,13701322,13702315,13705452,13708096,13712405,13716910,13735897,13743339,13749036,13779843,13782193,13782511,13789735,13803646,13804623,13824921,13838495,13852813,13900846,14372056,14372595,","13689035,13693974,13696512,13699522,13701490,13702553,13705509,13708325,13712528,13717044,13736039,13743478,13749113,13779930,13782251,13782577,13789819,13803669,13804680,13825006,13838588,13852908,13900912,14372182,14372866,",Q9P2Q2,uc001ims.3,9513,uc001ims.3,NM_018027,Q9P2Q2,FRM4A_HUMAN,FRMD4A,NM_018027,NP_060497,"Homo sapiens FERM domain containing 4A (FRMD4A), mRNA.",,
767,uc021pny.1,,,['G505.1'],uc021pny.1,chr10,+,21823573,22032559,21823573,22030912,22,"21823573,21827761,21875222,21884259,21901276,21903759,21906040,21940601,21959377,21962278,21970260,21971153,22002700,22015172,22016784,22019828,22021827,22022432,22022696,22024067,22028958,22030867,","21823733,21827841,21875277,21884369,21901380,21903853,21906136,21940697,21959633,21962848,21970305,21971186,22002879,22015284,22016857,22019983,22022016,22022521,22023058,22024164,22029165,22032559,",Q5VX90,uc021pny.1,7956,uc021pny.1,NM_001195626,Q5VX90,Q5VX90_HUMAN,MLLT10,NM_001195626,NP_001182555,"Homo sapiens myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 (MLLT10), transcript variant 3, mRNA.",,
768,uc001pku.3,,,['G999.1'],uc001pku.3,chr11,-,110100165,110167437,110102593,110150417,14,"110100165,110103961,110106823,110108216,110118427,110124670,110126013,110128491,110128830,110134684,110135503,110143260,110150405,110167191,","110102758,110104204,110106916,110108377,110118558,110124834,110126110,110128638,110128914,110134959,110135599,110143344,110150481,110167437,",P35241,uc001pku.3,15085,uc001pku.3,NM_002906,P35241,RADI_HUMAN,RDX,NM_002906,NP_002897,"Homo sapiens radixin (RDX), transcript variant 3, mRNA.",,
769,uc002jjg.3,,,['G2186.1'],uc002jjg.3,chr17,+,71189172,71204645,71189208,71204590,14,"71189172,71192645,71193038,71193364,71196003,71196704,71197247,71199138,71199770,71201691,71202292,71202846,71203319,71204452,","71189523,71192890,71193220,71193535,71196160,71196915,71198039,71199285,71199932,71201819,71202401,71202956,71203395,71204645,",Q8WTW3,uc002jjg.3,31552,uc002jjg.3,NM_018714,Q8WTW3,COG1_HUMAN,COG1,NM_018714,NP_061184,"Homo sapiens component of oligomeric golgi complex 1 (COG1), mRNA.",,
770,uc009yka.3,,,['G927.1'],uc009yka.3,chr11,-,33724555,33758025,33731671,33743991,5,"33724555,33738915,33743924,33755040,33757927,","33731889,33739017,33744009,33755156,33758025,",P13987,uc009yka.3,13893,uc009yka.3,NM_203329,P13987,CD59_HUMAN,CD59,NM_203329,NP_976076,"Homo sapiens CD59 molecule, complement regulatory protein (CD59), transcript variant 3, mRNA.",,
771,uc003xio.4,,,['G5132.1'],uc003xio.4,chr8,+,30890777,31031277,30915963,31030618,35,"30890777,30915887,30916668,30921804,30922430,30924548,30925773,30933688,30938382,30941214,30942681,30945291,30946405,30947980,30948349,30949345,30954283,30958364,30969130,30973869,30977758,30982037,30982423,30989880,30998945,30999196,31000141,31001065,31004568,31004879,31007856,31012139,31014883,31024537,31030510,","30891489,30916059,30916781,30921950,30922579,30924698,30925843,30933803,30938812,30941295,30942762,30945436,30946481,30948048,30948458,30949414,30954366,30958471,30969315,30974044,30977940,30982139,30982516,30990022,30999116,30999291,31000217,31001139,31004644,31004992,31007971,31012271,31015046,31024746,31031277,",Q14191,uc003xio.4,72256,uc003xio.4,NM_000553,Q14191,WRN_HUMAN,WRN,NM_000553,NP_000544,"Homo sapiens Werner syndrome, RecQ helicase-like (WRN), mRNA.",,
772,uc011dvr.2,,,['G4345.1'],uc011dvr.2,chr6,+,44214694,44221625,44216366,44221335,12,"44214694,44216366,44217113,44217441,44217757,44218027,44218784,44219154,44219473,44219735,44220781,44221225,","44214932,44216513,44217320,44217571,44217891,44218336,44218950,44219345,44219621,44220004,44221115,44221625,",NP_001258901,uc011dvr.2,61318,uc011dvr.2,NM_001271972,P08238,HS90B_HUMAN,HSP90AB1,NM_001271972,NP_001258901,"Homo sapiens heat shock protein 90kDa alpha (cytosolic), class B member 1 (HSP90AB1), transcript variant 5, mRNA.",,
773,uc002bgn.3,,,['G1666.1'],uc002bgn.3,chr15,-,81605006,81616524,81605596,81611758,5,"81605006,81610749,81611679,81614748,81616341,","81605744,81610843,81611797,81614881,81616524,",uc002bgn.3,,26261,uc002bgn.3,AL137657,,,STARD5,,,"Homo sapiens StAR-related lipid transfer (START) domain containing 5 (STARD5), mRNA.",,
774,uc003hir.3,,,['G3819.1'],uc003hir.3,chr4,-,76567952,76598343,76570613,76587209,12,"76567952,76571521,76572212,76573822,76579166,76580249,76580951,76582107,76582740,76584026,76587114,76598202,","76570886,76571640,76572341,76573925,76579265,76580430,76581054,76582198,76582914,76584108,76587233,76598343,",Q9UN86,uc003hir.3,56139,uc003hir.3,NM_012297,Q9UN86,G3BP2_HUMAN,G3BP2,NM_012297,NP_987101,"Homo sapiens GTPase activating protein (SH3 domain) binding protein 2 (G3BP2), transcript variant 2, mRNA.",,
775,uc001vmw.4,,,['G1394.1'],uc001vmw.4,chr13,+,96743092,97491816,96743116,97485452,2,"96743092,97484743,","96743823,97491816,",Q8IZP7,uc001vmw.4,19781,uc001vmw.4,NM_153456,Q8IZP7,H6ST3_HUMAN,HS6ST3,NM_153456,NP_703157,"Homo sapiens heparan sulfate 6-O-sulfotransferase 3 (HS6ST3), mRNA.",,
776,uc002gqc.3,,,['G2001.1'],uc002gqc.3,chr17,+,16342300,16345340,16342455,16344394,5,"16342300,16342973,16343498,16344387,16344681,","16342728,16343017,16343567,16344444,16345340,",Q8N1F1,uc002gqc.3,30246,uc002gqc.3,NR_027667,Q8N1F1,C1AS1_HUMAN,C17orf76-AS1,NR_027667,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 1, non-coding RNA.",,
777,uc001dzl.1,,,['G108.1'],uc001dzl.1,chr1,+,110881944,110889303,110882027,110888231,3,"110881944,110888160,110888929,","110884890,110888271,110889303,",Q96T37,uc001dzl.1,1970,uc001dzl.1,NM_022768,Q96T37,RBM15_HUMAN,RBM15,NM_022768,NP_073605,"Homo sapiens RNA binding motif protein 15 (RBM15), transcript variant 1, mRNA.",,
778,uc010zws.2,,,['G3086.1'],uc010zws.2,chr20,-,43953928,43977064,43955903,43961692,4,"43953928,43959005,43961662,43976964,","43956055,43959204,43961709,43977064,",P31431,uc010zws.2,46764,uc010zws.2,AK303964,P31431,SDC4_HUMAN,SDC4,,,"Homo sapiens syndecan 4 (SDC4), mRNA.",,
779,uc002cpu.3,,,['G1880.1'],uc002cpu.3,chr16,-,2303099,2317858,2303964,2314644,8,"2303099,2305585,2312278,2312740,2313096,2314176,2314573,2317663,","2304064,2305727,2312432,2312843,2313288,2314332,2314761,2317858,",Q15287,uc002cpu.3,28588,uc002cpu.3,NM_006711,Q15287,RNPS1_HUMAN,RNPS1,NM_006711,NP_542161,"Homo sapiens RNA binding protein S1, serine-rich domain (RNPS1), transcript variant 1, mRNA.",,
780,uc010fvz.1,,,['G2954.1'],uc010fvz.1,chr2,-,219866366,219866430,219866366,219866366,1,"219866366,","219866430,",uc010fvz.1,,44830,uc010fvz.1,NR_029867,,,MIR375,NR_029867,,"Homo sapiens microRNA 375 (MIR375), microRNA.",,
781,uc001ryb.3,,,['G1076.1'],uc001ryb.3,chr12,+,51632507,51637717,51632691,51636242,4,"51632507,51634126,51634654,51636113,","51632704,51634245,51634900,51637717,",Q15038,uc001ryb.3,16268,uc001ryb.3,NM_014764,Q15038,DAZP2_HUMAN,DAZAP2,NM_014764,NP_055579,"Homo sapiens DAZ associated protein 2 (DAZAP2), transcript variant 1, mRNA.",,
782,uc002cpw.3,,,['G1880.1'],uc002cpw.3,chr16,-,2303099,2318413,2303964,2314644,8,"2303099,2305585,2312278,2312740,2313096,2314176,2314573,2318055,","2304064,2305727,2312432,2312843,2313288,2314332,2314761,2318413,",Q15287,uc002cpw.3,28589,uc002cpw.3,NM_080594,Q15287,RNPS1_HUMAN,RNPS1,NM_080594,NP_542161,"Homo sapiens RNA binding protein S1, serine-rich domain (RNPS1), transcript variant 2, mRNA.",,
783,uc002ulc.1,,,['G2677.1'],uc002ulc.1,chr2,+,178077421,178088685,178077527,178084027,11,"178077421,178080266,178080477,178080705,178081230,178081403,178081587,178082432,178083764,178083974,178084135,","178077599,178080389,178080624,178080916,178081320,178081499,178081668,178082573,178083887,178084042,178088685,",P51991,uc002ulc.1,41888,uc002ulc.1,NM_194247,P51991,ROA3_HUMAN,HNRNPA3,NM_194247,NP_919223,"Homo sapiens heterogeneous nuclear ribonucleoprotein A3 (HNRNPA3), mRNA.",,
784,uc001eim.4,,,['G359.1'],uc001eim.4,chr1,-,120492742,120612317,120493116,120548117,14,"120492742,120496165,120497662,120502014,120506196,120508075,120508998,120510055,120510699,120512133,120529582,120539619,120547951,120611947,","120493460,120496311,120497855,120502125,120506430,120508189,120509112,120510244,120510855,120512367,120529705,120539955,120548211,120612317,",D2WEZ3,uc001eim.4,5904,uc001eim.4,AK307843,D2WEZ3,D2WEZ3_HUMAN,NOTCH2,,,"Homo sapiens notch 2 (NOTCH2), transcript variant 2, mRNA.",,
785,uc021rcj.1,,,['G1112.1'],uc021rcj.1,chr12,+,98897280,98897352,98897280,98897280,1,"98897280,","98897352,",uc021rcj.1,,81187,uc021rcj.1,,,,TRNA_Asp,,,transfer RNA Asp (anticodon GTC),,chr12.tRNA5-AspGTC
786,uc001emm.4,,,['G125.1'],uc001emm.4,chr1,+,145209110,145285912,145248856,145282031,5,"145209110,145248820,145273184,145281368,145281954,","145209436,145248894,145273444,145281704,145285912,",Q7Z3S9,uc001emm.4,2172,uc001emm.4,BC090943,Q7Z3S9,NT2NL_HUMAN,NOTCH2NL,NM_203458,NP_982283,"Homo sapiens notch 2 N-terminal like (NOTCH2NL), mRNA.",,
787,uc001pks.3,,,['G999.1'],uc001pks.3,chr11,-,110100165,110107396,110102593,110104150,3,"110100165,110103961,110106823,","110102758,110104204,110107396,",Q9NST9,uc001pks.3,15091,uc001pks.3,AL137751,Q9NST9,Q9NST9_HUMAN,RDX,NM_001260495,NP_001247424,"Homo sapiens radixin (RDX), transcript variant 4, mRNA.",,
788,uc001rpg.3,,,['G1169.1'],uc001rpg.3,chr12,-,46751970,46766645,46754893,46765076,16,"46751970,46756066,46756276,46756803,46757508,46757706,46758171,46758426,46758889,46760646,46760858,46761049,46764294,46764558,46764960,46766291,","46754992,46756164,46756421,46756928,46757609,46757786,46758339,46758485,46758972,46760728,46760951,46761123,46764410,46764640,46765162,46766645,",Q96QD8,uc001rpg.3,18038,uc001rpg.3,NM_018976,Q96QD8,S38A2_HUMAN,SLC38A2,NM_018976,NP_061849,"Homo sapiens solute carrier family 38, member 2 (SLC38A2), mRNA.",,
789,uc021ott.2,,,['G125.1'],uc021ott.2,chr1,+,144146810,146467744,144158389,146466121,132,"144146810,144148789,144149726,144150981,144151518,144153012,144156971,144158177,144158378,144158870,144164518,144179473,144180355,144181063,144181950,144182695,144183587,144184251,144185133,144185827,144186714,144187459,144188351,144189011,144189893,144190581,144191468,144192205,144193097,144193759,144194641,144195343,144196230,144196975,144197867,144201704,144202586,144203298,144204185,144204924,144205816,144216027,144216909,144217611,144218498,144219235,144220127,144220786,144221668,144222378,144223265,144224002,144824704,145313333,145314215,145314903,145315790,145316511,145317405,145318053,145318935,145319623,145320510,145330682,145331574,145332222,145333104,145333796,145334683,145335388,145336280,145336928,145337810,145338516,145339403,145340108,145341000,145341648,145342530,145343240,145344127,145344832,145345724,145346372,145347254,145347964,145348851,145349562,145350454,145351102,145351984,145352684,145353571,145354294,145355186,145355836,145362978,145363678,145364565,146420018,146420910,146421558,146422440,146423162,146424049,146424783,146425675,146426323,146427205,146427927,146428814,146435853,146436735,146437457,146438344,146443692,146444574,146445298,146446833,146446924,146447725,146448373,146454019,146454737,146455624,146456358,146462010,146462657,146463539,146464263,146465150,146465877,","144147021,144148892,144149941,144151054,144151724,144153064,144157135,144158252,144158391,144159043,144164570,144179646,144180407,144181236,144182059,144182868,144183639,144184424,144185185,144186000,144186823,144187632,144188403,144189184,144189945,144190754,144191577,144192378,144193149,144193932,144194693,144195516,144196339,144197148,144197919,144201877,144202638,144203471,144204294,144205097,144205868,144216200,144216961,144217784,144218607,144219408,144220179,144220959,144221720,144222551,144223374,144224175,144824756,145313506,145314267,145315076,145315899,145316684,145317457,145318226,145318987,145319796,145320619,145330855,145331626,145332395,145333156,145333969,145334792,145335561,145336332,145337101,145337862,145338689,145339512,145340281,145341052,145341821,145342582,145343413,145344236,145345005,145345776,145346545,145347306,145348137,145348960,145349735,145350506,145351275,145352036,145352857,145353680,145354467,145355238,145356009,145363030,145363851,145364674,146420191,146420962,146421731,146422492,146423335,146424158,146424956,146425727,146426496,146427257,146428100,146428923,146436026,146436787,146437630,146438453,146443865,146444626,146445388,146446834,146447006,146447777,146448546,146454071,146454910,146455733,146456531,146462062,146462830,146463591,146464436,146465259,146467744,",NP_001265196,uc021ott.2,2128,uc021ott.2,NM_001278267,A2BH96,A2BH96_HUMAN,LOC100288142,NM_001278267,NP_001265196,"Homo sapiens neuroblastoma breakpoint family member (LOC100288142), mRNA.",,
790,uc021tqv.1,,,['G2001.1'],uc021tqv.1,chr17,+,16342300,16345340,16342300,16342300,6,"16342300,16342640,16342973,16343424,16344387,16344681,","16342374,16342728,16343017,16343567,16344444,16345340,",uc021tqv.1,,30223,uc021tqv.1,NR_045022,,,C17orf76-AS1,NR_045022,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 25, non-coding RNA.",,
791,uc003jhw.2,,,['G3932.1'],uc003jhw.2,chr5,+,32710742,32791830,32710768,32786451,8,"32710742,32724803,32738969,32774813,32780827,32782998,32784904,32786339,","32710889,32724926,32739136,32774949,32780922,32783134,32784989,32791830,",E7EPG9,uc003jhw.2,57110,uc003jhw.2,NM_001204376,E7EPG9,E7EPG9_HUMAN,NPR3,NM_001204376,NP_001191305,"Homo sapiens natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C) (NPR3), transcript variant 3, mRNA.",,
792,uc010vwl.1,,,['G2001.1'],uc010vwl.1,chr17,+,16342300,16373962,16342300,16342300,7,"16342300,16342640,16343498,16344387,16366146,16366477,16373615,","16342374,16342728,16343567,16344444,16366255,16366561,16373962,",uc010vwl.1,,30234,uc010vwl.1,NR_027177,,,C17orf76-AS1,NR_027177,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 21, non-coding RNA.",,
793,uc003jhu.3,,,['G3932.1'],uc003jhu.3,chr5,+,32711437,32791830,32711882,32786451,8,"32711437,32724803,32738969,32774813,32780827,32782998,32784904,32786339,","32712651,32724926,32739136,32774949,32780922,32783134,32784989,32791830,",Q60I31,uc003jhu.3,57109,uc003jhu.3,NM_000908,Q60I31,Q60I31_HUMAN,NPR3,NM_000908,NP_000899,"Homo sapiens natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C) (NPR3), transcript variant 2, mRNA.",,
794,uc021oqe.1,,,['G331.1'],uc021oqe.1,chr1,+,95558072,95663161,95609457,95657424,7,"95558072,95609446,95614257,95615763,95616880,95639371,95657105,","95558437,95609612,95614347,95615822,95616975,95639445,95663161,",Q96MV1,uc021oqe.1,1783,uc021oqe.1,NM_001199679,Q96MV1,TMM56_HUMAN,TMEM56,NM_001199679,NP_689700,"Homo sapiens transmembrane protein 56 (TMEM56), transcript variant 1, mRNA.",,
795,uc003krl.3,,,['G4001.1'],uc003krl.3,chr5,+,115177618,115249778,115177734,115249187,6,"115177618,115202366,115205713,115230783,115238581,115249058,","115177803,115202458,115205825,115230855,115238689,115249778,",Q92572,uc003krl.3,57768,uc003krl.3,NM_001284,Q92572,AP3S1_HUMAN,AP3S1,NM_001284,NP_001275,"Homo sapiens adaptor-related protein complex 3, sigma 1 subunit (AP3S1), mRNA.",,
796,uc010orm.2,,,['G321.1'],uc010orm.2,chr1,-,78413590,78444777,78414450,78444688,21,"78413590,78414839,78420939,78422256,78425868,78426028,78428454,78429258,78429746,78429938,78430330,78430554,78430752,78432377,78432567,78432732,78433310,78433848,78434705,78435608,78444568,","78414459,78414985,78421014,78422385,78425948,78426180,78428615,78429400,78429847,78430041,78430432,78430653,78430915,78432435,78432639,78432785,78433350,78433887,78434768,78435699,78444777,",B4DT31,uc010orm.2,5449,uc010orm.2,AK300032,B4DT31,B4DT31_HUMAN,FUBP1,NM_003902,NP_003893,"Homo sapiens far upstream element (FUSE) binding protein 1 (FUBP1), mRNA.",,
797,uc010yml.2,,,['G2528.1'],uc010yml.2,chr2,+,28974613,29025806,28999748,29022169,8,"28974613,28999716,29001674,29004603,29006772,29011523,29016728,29022064,","28974686,28999848,29001905,29004708,29006844,29011675,29016863,29025806,",P62140,uc010yml.2,40488,uc010yml.2,AK295957,P62140,PP1B_HUMAN,PPP1CB,NM_206876,NP_996759,"Homo sapiens protein phosphatase 1, catalytic subunit, beta isozyme (PPP1CB), transcript variant 3, mRNA.",,
798,uc003lse.3,,,['G4208.1'],uc003lse.3,chr5,-,149781199,149792499,149782146,149792312,6,"149781199,149782125,149785821,149786443,149786714,149792187,","149781813,149782188,149785884,149786523,149786887,149792499,",P04233-3,uc003lse.3,59843,uc003lse.3,NM_001025158,P04233-3,P04233-3,CD74,NM_001025158,NP_001020329,"Homo sapiens CD74 molecule, major histocompatibility complex, class II invariant chain (CD74), transcript variant 3, mRNA.",,
799,uc003xjr.2,,,['G5137.1'],uc003xjr.2,chr8,+,35092974,35652181,35093302,35648081,17,"35092974,35406809,35425615,35453071,35541064,35542099,35544062,35563446,35579727,35583669,35588529,35606044,35608099,35616837,35624419,35631816,35647876,","35093405,35407028,35425759,35453175,35541245,35542267,35544227,35563479,35579913,35584047,35588614,35606213,35608327,35616987,35624584,35631995,35652181,",Q6UXZ4,uc003xjr.2,72287,uc003xjr.2,NM_080872,Q6UXZ4,UNC5D_HUMAN,UNC5D,NM_080872,NP_543148,"Homo sapiens unc-5 homolog D (C. elegans) (UNC5D), mRNA.",,
800,uc021qro.1,,,['G1012.1'],uc021qro.1,chr11,+,122017275,122017297,122017275,122017275,1,"122017275,","122017297,",uc021qro.1,,13091,uc021qro.1,DM119500,,,DM119500,,,Targeting Cells With Altered miRNA Expression.,,
