,start_coord,end_coord,translation_status,dataset,count,length
2652,144147021,144148788,Protein coding,IonXpress_SFPQt1,2,1767
2653,144148892,144149725,Protein coding,IonXpress_NONO_c,1,833
2654,144148892,144149725,Protein coding,IonXpress_SFPQt1,2,833
2655,144149941,144150980,Protein coding,IonXpress_NONO_c,1,1039
2656,144149941,144150980,Protein coding,IonXpress_SFPQt1,2,1039
2657,144151054,144151517,Protein coding,IonXpress_NONO_c,1,463
2658,144151054,144151517,Protein coding,IonXpress_SFPQt1,2,463
2659,144151724,144153011,Protein coding,IonXpress_NONO_c,1,1287
2660,144151724,144153011,Protein coding,IonXpress_SFPQt1,2,1287
2661,144153064,144156970,Protein coding,IonXpress_NONO_c,1,3906
2662,144153064,144156970,Protein coding,IonXpress_SFPQt1,2,3906
2663,144157135,144158176,Protein coding,IonXpress_NONO_c,1,1041
2664,144157135,144158176,Protein coding,IonXpress_SFPQt1,2,1041
2665,144158252,144158377,Protein coding,IonXpress_NONO_c,1,125
2666,144158252,144158377,Protein coding,IonXpress_SFPQt1,2,125
2667,144158391,144158869,Protein coding,IonXpress_NONO_c,1,478
2668,144158391,144158869,Protein coding,IonXpress_SFPQt1,2,478
2669,144159043,144164517,Protein coding,IonXpress_NONO_c,1,5474
2670,144159043,144164517,Protein coding,IonXpress_SFPQt1,2,5474
2671,144164570,144179472,Protein coding,IonXpress_NONO_c,1,14902
2672,144164570,144179472,Protein coding,IonXpress_SFPQt1,2,14902
2673,144179646,144180354,Protein coding,IonXpress_NONO_c,1,708
2674,144179646,144180354,Protein coding,IonXpress_SFPQt1,2,708
2675,144180407,144181062,Protein coding,IonXpress_NONO_c,1,655
2676,144180407,144181062,Protein coding,IonXpress_SFPQt1,2,655
2677,144181236,144181949,Protein coding,IonXpress_NONO_c,1,713
2678,144181236,144181949,Protein coding,IonXpress_SFPQt1,2,713
2679,144182059,144182694,Protein coding,IonXpress_NONO_c,1,635
2680,144182059,144182694,Protein coding,IonXpress_SFPQt1,2,635
2681,144182868,144183586,Protein coding,IonXpress_NONO_c,1,718
2682,144182868,144183586,Protein coding,IonXpress_SFPQt1,2,718
2683,144183639,144184250,Protein coding,IonXpress_NONO_c,1,611
2684,144183639,144184250,Protein coding,IonXpress_SFPQt1,2,611
2685,144184424,144185132,Protein coding,IonXpress_NONO_c,2,708
2686,144184424,144185132,Protein coding,IonXpress_SFPQt1,3,708
2687,144185185,144185826,Protein coding,IonXpress_NONO_c,2,641
2688,144185185,144185826,Protein coding,IonXpress_SFPQt1,3,641
2689,144186000,144186713,Protein coding,IonXpress_NONO_c,1,713
2690,144186000,144186713,Protein coding,IonXpress_SFPQt1,2,713
2691,144186000,144191467,Protein coding,IonXpress_NONO_c,1,5467
2692,144186000,144191467,Protein coding,IonXpress_SFPQt1,1,5467
2693,144186823,144187458,Protein coding,IonXpress_NONO_c,1,635
2694,144186823,144187458,Protein coding,IonXpress_SFPQt1,2,635
2695,144187632,144188350,Protein coding,IonXpress_NONO_c,1,718
2696,144187632,144188350,Protein coding,IonXpress_SFPQt1,2,718
2697,144188403,144189010,Protein coding,IonXpress_NONO_c,1,607
2698,144188403,144189010,Protein coding,IonXpress_SFPQt1,2,607
2699,144189184,144189892,Protein coding,IonXpress_NONO_c,1,708
2700,144189184,144189892,Protein coding,IonXpress_SFPQt1,2,708
2701,144189945,144190580,Protein coding,IonXpress_NONO_c,1,635
2702,144189945,144190580,Protein coding,IonXpress_SFPQt1,2,635
2703,144190754,144191467,Protein coding,IonXpress_NONO_c,1,713
2704,144190754,144191467,Protein coding,IonXpress_SFPQt1,2,713
2705,144191577,144192204,Protein coding,IonXpress_NONO_c,2,627
2706,144191577,144192204,Protein coding,IonXpress_SFPQt1,3,627
2707,144192378,144193096,Protein coding,IonXpress_NONO_c,2,718
2708,144192378,144193096,Protein coding,IonXpress_SFPQt1,3,718
2709,144193149,144193758,Protein coding,IonXpress_NONO_c,1,609
2710,144193149,144193758,Protein coding,IonXpress_SFPQt1,2,609
2711,144193149,144198518,Protein coding,IonXpress_NONO_c,1,5369
2712,144193149,144198518,Protein coding,IonXpress_SFPQt1,1,5369
2713,144193932,144194640,Protein coding,IonXpress_NONO_c,1,708
2714,144193932,144194640,Protein coding,IonXpress_SFPQt1,2,708
2715,144194693,144195342,Protein coding,IonXpress_NONO_c,1,649
2716,144194693,144195342,Protein coding,IonXpress_SFPQt1,2,649
2717,144195516,144196229,Protein coding,IonXpress_NONO_c,1,713
2718,144195516,144196229,Protein coding,IonXpress_SFPQt1,2,713
2719,144196339,144196974,Protein coding,IonXpress_NONO_c,1,635
2720,144196339,144196974,Protein coding,IonXpress_SFPQt1,2,635
2721,144197148,144197866,Protein coding,IonXpress_NONO_c,1,718
2722,144197148,144197866,Protein coding,IonXpress_SFPQt1,2,718
2723,144197919,144201703,Protein coding,IonXpress_NONO_c,1,3784
2724,144197919,144201703,Protein coding,IonXpress_SFPQt1,2,3784
2725,144198692,144199400,Protein coding,IonXpress_NONO_c,1,708
2726,144198692,144199400,Protein coding,IonXpress_SFPQt1,1,708
2727,144199453,144200104,Protein coding,IonXpress_NONO_c,1,651
2728,144199453,144200104,Protein coding,IonXpress_SFPQt1,1,651
2729,144200278,144223264,Protein coding,IonXpress_NONO_c,1,22986
2730,144200278,144223264,Protein coding,IonXpress_SFPQt1,1,22986
2731,144201877,144202585,Protein coding,IonXpress_NONO_c,1,708
2732,144201877,144202585,Protein coding,IonXpress_SFPQt1,2,708
2733,144202638,144203297,Protein coding,IonXpress_NONO_c,1,659
2734,144202638,144203297,Protein coding,IonXpress_SFPQt1,2,659
2735,144203471,144204184,Protein coding,IonXpress_NONO_c,1,713
2736,144203471,144204184,Protein coding,IonXpress_SFPQt1,2,713
2737,144204294,144204923,Protein coding,IonXpress_NONO_c,1,629
2738,144204294,144204923,Protein coding,IonXpress_SFPQt1,2,629
2739,144205097,144205815,Protein coding,IonXpress_NONO_c,1,718
2740,144205097,144205815,Protein coding,IonXpress_SFPQt1,2,718
2741,144205868,144216026,Protein coding,IonXpress_NONO_c,1,10158
2742,144205868,144216026,Protein coding,IonXpress_SFPQt1,2,10158
2743,144216200,144216908,Protein coding,IonXpress_NONO_c,1,708
2744,144216200,144216908,Protein coding,IonXpress_SFPQt1,2,708
2745,144216961,144217610,Protein coding,IonXpress_NONO_c,1,649
2746,144216961,144217610,Protein coding,IonXpress_SFPQt1,2,649
2747,144217784,144218497,Protein coding,IonXpress_NONO_c,1,713
2748,144217784,144218497,Protein coding,IonXpress_SFPQt1,2,713
2749,144218607,144219234,Protein coding,IonXpress_NONO_c,1,627
2750,144218607,144219234,Protein coding,IonXpress_SFPQt1,2,627
2751,144219408,144220126,Protein coding,IonXpress_NONO_c,1,718
2752,144219408,144220126,Protein coding,IonXpress_SFPQt1,2,718
2753,144220179,144220785,Protein coding,IonXpress_NONO_c,1,606
2754,144220179,144220785,Protein coding,IonXpress_SFPQt1,2,606
2755,144220959,144221667,Protein coding,IonXpress_NONO_c,1,708
2756,144220959,144221667,Protein coding,IonXpress_SFPQt1,2,708
2757,144221720,144222377,Protein coding,IonXpress_NONO_c,1,657
2758,144221720,144222377,Protein coding,IonXpress_SFPQt1,2,657
2759,144222551,144223264,Protein coding,IonXpress_NONO_c,1,713
2760,144222551,144223264,Protein coding,IonXpress_SFPQt1,2,713
2761,144223374,144224001,Protein coding,IonXpress_NONO_c,2,627
2762,144223374,144224001,Protein coding,IonXpress_SFPQt1,3,627
2763,144224175,144824703,Protein coding,IonXpress_NONO_c,2,600528
2764,144224175,144824703,Protein coding,IonXpress_SFPQt1,3,600528
2765,144594483,144595833,Protein coding,IonXpress_NONO_c,1,1350
2766,144594483,144595833,Protein coding,IonXpress_SFPQt1,1,1350
2767,144595952,144598510,Protein coding,IonXpress_NONO_c,1,2558
2768,144595952,144598510,Protein coding,IonXpress_SFPQt1,1,2558
2769,144598780,144606367,Protein coding,IonXpress_NONO_c,1,7587
2770,144598780,144606367,Protein coding,IonXpress_SFPQt1,1,7587
2771,144606510,144606836,Protein coding,IonXpress_NONO_c,1,326
2772,144606510,144606836,Protein coding,IonXpress_SFPQt1,1,326
2773,144607061,144615094,Protein coding,IonXpress_NONO_c,1,8033
2774,144607061,144615094,Protein coding,IonXpress_SFPQt1,1,8033
2775,144614998,144615094,Protein coding,IonXpress_NONO_c,1,96
2776,144614998,144615094,Protein coding,IonXpress_SFPQt1,1,96
2777,144615244,144615247,Protein coding,IonXpress_NONO_c,1,3
2778,144615244,144615247,Protein coding,IonXpress_SFPQt1,1,3
2779,144615303,144617148,Protein coding,IonXpress_NONO_c,2,1845
2780,144615303,144617148,Protein coding,IonXpress_SFPQt1,2,1845
2781,144617252,144618080,Protein coding,IonXpress_NONO_c,2,828
2782,144617252,144618080,Protein coding,IonXpress_SFPQt1,2,828
2783,144618296,144619345,Protein coding,IonXpress_NONO_c,2,1049
2784,144618296,144619345,Protein coding,IonXpress_SFPQt1,2,1049
2785,144619419,144619881,Protein coding,IonXpress_NONO_c,2,462
2786,144619419,144619881,Protein coding,IonXpress_SFPQt1,2,462
2787,144620094,144621445,Protein coding,IonXpress_NONO_c,2,1351
2788,144620094,144621445,Protein coding,IonXpress_SFPQt1,2,1351
2789,144621656,144813740,Protein coding,IonXpress_NONO_c,2,192084
2790,144621656,144813740,Protein coding,IonXpress_SFPQt1,2,192084
2791,144813844,144814678,Protein coding,IonXpress_NONO_c,2,834
2792,144813844,144814678,Protein coding,IonXpress_SFPQt1,2,834
2793,144814894,144815934,Protein coding,IonXpress_NONO_c,1,1040
2794,144814894,144815934,Protein coding,IonXpress_SFPQt1,1,1040
2795,144814894,144817964,Protein coding,IonXpress_NONO_c,1,3070
2796,144814894,144817964,Protein coding,IonXpress_SFPQt1,1,3070
2797,144816008,144816471,Protein coding,IonXpress_NONO_c,1,463
2798,144816008,144816471,Protein coding,IonXpress_SFPQt1,1,463
2799,144816678,144817964,Protein coding,IonXpress_NONO_c,1,1286
2800,144816678,144817964,Protein coding,IonXpress_SFPQt1,1,1286
2801,144818017,144821919,Protein coding,IonXpress_NONO_c,2,3902
2802,144818017,144821919,Protein coding,IonXpress_SFPQt1,2,3902
2803,144821973,144823126,Protein coding,IonXpress_NONO_c,1,1153
2804,144821973,144823126,Protein coding,IonXpress_SFPQt1,1,1153
2805,144822084,144823126,Protein coding,IonXpress_NONO_c,1,1042
2806,144822084,144823126,Protein coding,IonXpress_SFPQt1,1,1042
2807,144823179,144823811,Protein coding,IonXpress_NONO_c,2,632
2808,144823179,144823811,Protein coding,IonXpress_SFPQt1,2,632
2809,144823985,144824703,Protein coding,IonXpress_NONO_c,2,718
2810,144823985,144824703,Protein coding,IonXpress_SFPQt1,2,718
2811,144824756,144825351,Protein coding,IonXpress_NONO_c,2,595
2812,144824756,144825351,Protein coding,IonXpress_SFPQt1,2,595
2813,144824756,145313332,Protein coding,IonXpress_NONO_c,2,488576
2814,144824756,145313332,Protein coding,IonXpress_SFPQt1,3,488576
2815,144825525,144826233,Protein coding,IonXpress_NONO_c,2,708
2816,144825525,144826233,Protein coding,IonXpress_SFPQt1,2,708
2817,144826286,144826931,Protein coding,IonXpress_NONO_c,2,645
2818,144826286,144826931,Protein coding,IonXpress_SFPQt1,2,645
2819,144827105,144827818,Protein coding,IonXpress_NONO_c,2,713
2820,144827105,144827818,Protein coding,IonXpress_SFPQt1,2,713
2821,144827928,145313332,Protein coding,IonXpress_NONO_c,2,485404
2822,144827928,145313332,Protein coding,IonXpress_SFPQt1,2,485404
2823,145209436,145248811,Protein coding,IonXpress_NONO_c,3,39375
2824,145209436,145248811,Protein coding,IonXpress_SFPQt1,3,39375
2825,145209436,145248819,Non coding,IonXpress_NONO_c,1,39383
2826,145209436,145248819,Non coding,IonXpress_SFPQt1,1,39383
2827,145209436,145248819,Protein coding,IonXpress_NONO_c,1,39383
2828,145209436,145248819,Protein coding,IonXpress_SFPQt1,1,39383
2829,145224702,145227039,Protein coding,IonXpress_NONO_c,1,2337
2830,145224702,145227039,Protein coding,IonXpress_SFPQt1,1,2337
2831,145227336,145248811,Protein coding,IonXpress_NONO_c,1,21475
2832,145227336,145248811,Protein coding,IonXpress_SFPQt1,1,21475
2833,145248894,145273183,Non coding,IonXpress_NONO_c,1,24289
2834,145248894,145273183,Non coding,IonXpress_SFPQt1,1,24289
2835,145248894,145273183,Protein coding,IonXpress_NONO_c,5,24289
2836,145248894,145273183,Protein coding,IonXpress_SFPQt1,5,24289
2837,145273444,145281367,Non coding,IonXpress_NONO_c,1,7923
2838,145273444,145281367,Non coding,IonXpress_SFPQt1,1,7923
2839,145273444,145281367,Protein coding,IonXpress_NONO_c,5,7923
2840,145273444,145281367,Protein coding,IonXpress_SFPQt1,5,7923
2841,145281704,145281953,Protein coding,IonXpress_NONO_c,3,249
2842,145281704,145281953,Protein coding,IonXpress_SFPQt1,3,249
2843,145281704,145290427,Non coding,IonXpress_NONO_c,1,8723
2844,145281704,145290427,Non coding,IonXpress_SFPQt1,1,8723
2845,145281704,145290427,Protein coding,IonXpress_NONO_c,1,8723
2846,145281704,145290427,Protein coding,IonXpress_SFPQt1,1,8723
2847,145281704,145293112,Protein coding,IonXpress_NONO_c,1,11408
2848,145281704,145293112,Protein coding,IonXpress_SFPQt1,1,11408
2849,145290511,145290779,Non coding,IonXpress_NONO_c,1,268
2850,145290511,145290779,Non coding,IonXpress_SFPQt1,1,268
2851,145290511,145290779,Protein coding,IonXpress_NONO_c,1,268
2852,145290511,145290779,Protein coding,IonXpress_SFPQt1,1,268
2853,145290850,145293369,Non coding,IonXpress_NONO_c,1,2519
2854,145290850,145293369,Non coding,IonXpress_SFPQt1,1,2519
2855,145293272,145293369,Protein coding,IonXpress_NONO_c,1,97
2856,145293272,145293369,Protein coding,IonXpress_SFPQt1,1,97
2857,145293580,145295421,Non coding,IonXpress_NONO_c,1,1841
2858,145293580,145295421,Non coding,IonXpress_SFPQt1,1,1841
2859,145293580,145295421,Protein coding,IonXpress_NONO_c,1,1841
2860,145293580,145295421,Protein coding,IonXpress_SFPQt1,2,1841
2861,145295525,145296355,Protein coding,IonXpress_NONO_c,1,830
2862,145295525,145296355,Protein coding,IonXpress_SFPQt1,2,830
2863,145296571,145297617,Protein coding,IonXpress_NONO_c,1,1046
2864,145296571,145297617,Protein coding,IonXpress_SFPQt1,2,1046
2865,145297691,145298153,Protein coding,IonXpress_NONO_c,1,462
2866,145297691,145298153,Protein coding,IonXpress_SFPQt1,2,462
2867,145298366,145299728,Protein coding,IonXpress_NONO_c,1,1362
2868,145298366,145299728,Protein coding,IonXpress_SFPQt1,2,1362
2869,145299939,145301718,Protein coding,IonXpress_NONO_c,1,1779
2870,145299939,145301718,Protein coding,IonXpress_SFPQt1,2,1779
2871,145301822,145302652,Protein coding,IonXpress_NONO_c,1,830
2872,145301822,145302652,Protein coding,IonXpress_SFPQt1,2,830
2873,145302868,145303908,Protein coding,IonXpress_NONO_c,1,1040
2874,145302868,145303908,Protein coding,IonXpress_SFPQt1,2,1040
2875,145303982,145304445,Protein coding,IonXpress_NONO_c,1,463
2876,145303982,145304445,Protein coding,IonXpress_SFPQt1,2,463
2877,145304652,145305943,Protein coding,IonXpress_SFPQt1,1,1291
2878,145305996,145309898,Protein coding,IonXpress_SFPQt1,1,3902
2879,145310063,145311101,Protein coding,IonXpress_SFPQt1,1,1038
2880,145311154,145311784,Protein coding,IonXpress_SFPQt1,1,630
2881,145311958,145312676,Protein coding,IonXpress_SFPQt1,1,718
2882,145312729,145313332,Protein coding,IonXpress_SFPQt1,1,603
2883,145313506,145314214,Protein coding,IonXpress_NONO_c,4,708
2884,145313506,145314214,Protein coding,IonXpress_SFPQt1,6,708
2885,145314267,145314902,Protein coding,IonXpress_NONO_c,4,635
2886,145314267,145314902,Protein coding,IonXpress_SFPQt1,6,635
2887,145315076,145315789,Protein coding,IonXpress_NONO_c,3,713
2888,145315076,145315789,Protein coding,IonXpress_SFPQt1,5,713
2889,145315076,145334682,Protein coding,IonXpress_NONO_c,1,19606
2890,145315076,145334682,Protein coding,IonXpress_SFPQt1,1,19606
2891,145315899,145316510,Protein coding,IonXpress_NONO_c,1,611
2892,145315899,145316510,Protein coding,IonXpress_SFPQt1,3,611
2893,145315899,145368439,Protein coding,IonXpress_NONO_c,2,52540
2894,145315899,145368439,Protein coding,IonXpress_SFPQt1,2,52540
2895,145316684,145317404,Protein coding,IonXpress_NONO_c,1,720
2896,145316684,145317404,Protein coding,IonXpress_SFPQt1,3,720
2897,145317457,145318052,Protein coding,IonXpress_NONO_c,1,595
2898,145317457,145318052,Protein coding,IonXpress_SFPQt1,3,595
2899,145318226,145318934,Protein coding,IonXpress_NONO_c,1,708
2900,145318226,145318934,Protein coding,IonXpress_SFPQt1,3,708
2901,145318987,145319622,Protein coding,IonXpress_NONO_c,1,635
2902,145318987,145319622,Protein coding,IonXpress_SFPQt1,3,635
2903,145319796,145320509,Protein coding,IonXpress_NONO_c,1,713
2904,145319796,145320509,Protein coding,IonXpress_SFPQt1,3,713
2905,145320619,145321228,Protein coding,IonXpress_SFPQt1,1,609
2906,145320619,145330681,Protein coding,IonXpress_NONO_c,1,10062
2907,145320619,145330681,Protein coding,IonXpress_SFPQt1,2,10062
2908,145321402,145322122,Protein coding,IonXpress_SFPQt1,1,720
2909,145322175,145322770,Protein coding,IonXpress_SFPQt1,1,595
2910,145322944,145323652,Protein coding,IonXpress_SFPQt1,1,708
2911,145323705,145324346,Protein coding,IonXpress_SFPQt1,1,641
2912,145324520,145325233,Protein coding,IonXpress_SFPQt1,1,713
2913,145325343,145325950,Protein coding,IonXpress_SFPQt1,1,607
2914,145326124,145331573,Protein coding,IonXpress_SFPQt1,1,5449
2915,145330855,145331573,Protein coding,IonXpress_NONO_c,1,718
2916,145330855,145331573,Protein coding,IonXpress_SFPQt1,2,718
2917,145331626,145332221,Protein coding,IonXpress_NONO_c,1,595
2918,145331626,145332221,Protein coding,IonXpress_SFPQt1,3,595
2919,145332395,145333103,Protein coding,IonXpress_NONO_c,1,708
2920,145332395,145333103,Protein coding,IonXpress_SFPQt1,3,708
2921,145333156,145333795,Protein coding,IonXpress_NONO_c,1,639
2922,145333156,145333795,Protein coding,IonXpress_SFPQt1,3,639
2923,145333969,145334682,Protein coding,IonXpress_NONO_c,1,713
2924,145333969,145334682,Protein coding,IonXpress_SFPQt1,3,713
2925,145334792,145335387,Protein coding,IonXpress_NONO_c,2,595
2926,145334792,145335387,Protein coding,IonXpress_SFPQt1,4,595
2927,145335561,145336279,Protein coding,IonXpress_NONO_c,2,718
2928,145335561,145336279,Protein coding,IonXpress_SFPQt1,4,718
2929,145336332,145336927,Protein coding,IonXpress_NONO_c,2,595
2930,145336332,145336927,Protein coding,IonXpress_SFPQt1,4,595
2931,145337101,145337809,Protein coding,IonXpress_NONO_c,2,708
2932,145337101,145337809,Protein coding,IonXpress_SFPQt1,4,708
2933,145337862,145338515,Protein coding,IonXpress_NONO_c,2,653
2934,145337862,145338515,Protein coding,IonXpress_SFPQt1,4,653
2935,145338689,145339402,Protein coding,IonXpress_NONO_c,2,713
2936,145338689,145339402,Protein coding,IonXpress_SFPQt1,4,713
2937,145339512,145340107,Protein coding,IonXpress_NONO_c,1,595
2938,145339512,145340107,Protein coding,IonXpress_SFPQt1,3,595
2939,145340281,145340999,Protein coding,IonXpress_NONO_c,1,718
2940,145340281,145340999,Protein coding,IonXpress_SFPQt1,3,718
2941,145341052,145341647,Protein coding,IonXpress_NONO_c,1,595
2942,145341052,145341647,Protein coding,IonXpress_SFPQt1,3,595
2943,145341821,145342529,Protein coding,IonXpress_NONO_c,1,708
2944,145341821,145342529,Protein coding,IonXpress_SFPQt1,3,708
2945,145342582,145343239,Protein coding,IonXpress_NONO_c,1,657
2946,145342582,145343239,Protein coding,IonXpress_SFPQt1,3,657
2947,145343413,145344126,Protein coding,IonXpress_NONO_c,1,713
2948,145343413,145344126,Protein coding,IonXpress_SFPQt1,3,713
2949,145344236,145344831,Protein coding,IonXpress_NONO_c,1,595
2950,145344236,145344831,Protein coding,IonXpress_SFPQt1,3,595
2951,145345005,145345723,Protein coding,IonXpress_NONO_c,1,718
2952,145345005,145345723,Protein coding,IonXpress_SFPQt1,3,718
2953,145345776,145346371,Protein coding,IonXpress_NONO_c,1,595
2954,145345776,145346371,Protein coding,IonXpress_SFPQt1,3,595
2955,145346545,145347253,Protein coding,IonXpress_NONO_c,1,708
2956,145346545,145347253,Protein coding,IonXpress_SFPQt1,3,708
2957,145347306,145347963,Protein coding,IonXpress_NONO_c,1,657
2958,145347306,145347963,Protein coding,IonXpress_SFPQt1,3,657
2959,145348137,145348850,Protein coding,IonXpress_NONO_c,1,713
2960,145348137,145348850,Protein coding,IonXpress_SFPQt1,3,713
2961,145348960,145349561,Protein coding,IonXpress_NONO_c,1,601
2962,145348960,145349561,Protein coding,IonXpress_SFPQt1,3,601
2963,145349735,145350453,Protein coding,IonXpress_NONO_c,1,718
2964,145349735,145350453,Protein coding,IonXpress_SFPQt1,3,718
2965,145350506,145351101,Protein coding,IonXpress_NONO_c,1,595
2966,145350506,145351101,Protein coding,IonXpress_SFPQt1,3,595
2967,145351275,145351983,Protein coding,IonXpress_NONO_c,1,708
2968,145351275,145351983,Protein coding,IonXpress_SFPQt1,3,708
2969,145352036,145352683,Protein coding,IonXpress_NONO_c,1,647
2970,145352036,145352683,Protein coding,IonXpress_SFPQt1,3,647
2971,145352857,145353570,Protein coding,IonXpress_NONO_c,1,713
2972,145352857,145353570,Protein coding,IonXpress_SFPQt1,3,713
2973,145353680,145354293,Protein coding,IonXpress_NONO_c,1,613
2974,145353680,145354293,Protein coding,IonXpress_SFPQt1,3,613
2975,145354467,145355185,Protein coding,IonXpress_NONO_c,1,718
2976,145354467,145355185,Protein coding,IonXpress_SFPQt1,3,718
2977,145355238,145355835,Protein coding,IonXpress_NONO_c,1,597
2978,145355238,145355835,Protein coding,IonXpress_SFPQt1,3,597
2979,145356009,145362977,Protein coding,IonXpress_NONO_c,1,6968
2980,145356009,145362977,Protein coding,IonXpress_SFPQt1,3,6968
2981,145363030,145363677,Protein coding,IonXpress_NONO_c,1,647
2982,145363030,145363677,Protein coding,IonXpress_SFPQt1,3,647
2983,145363851,145364564,Protein coding,IonXpress_NONO_c,1,713
2984,145363851,145364564,Protein coding,IonXpress_SFPQt1,3,713
2985,145364674,145365285,Protein coding,IonXpress_SFPQt1,1,611
2986,145364674,146420017,Protein coding,IonXpress_NONO_c,1,1055343
2987,145364674,146420017,Protein coding,IonXpress_SFPQt1,2,1055343
2988,145365459,146420909,Protein coding,IonXpress_SFPQt1,1,1055450
2989,146420191,146420909,Protein coding,IonXpress_NONO_c,1,718
2990,146420191,146420909,Protein coding,IonXpress_SFPQt1,2,718
2991,146420962,146421557,Protein coding,IonXpress_NONO_c,1,595
2992,146420962,146421557,Protein coding,IonXpress_SFPQt1,2,595
2993,146420962,146448372,Protein coding,IonXpress_SFPQt1,1,27410
2994,146421731,146422439,Protein coding,IonXpress_NONO_c,1,708
2995,146421731,146422439,Protein coding,IonXpress_SFPQt1,2,708
2996,146422492,146423161,Protein coding,IonXpress_NONO_c,1,669
2997,146422492,146423161,Protein coding,IonXpress_SFPQt1,2,669
2998,146423335,146424048,Protein coding,IonXpress_NONO_c,1,713
2999,146423335,146424048,Protein coding,IonXpress_SFPQt1,2,713
3000,146424158,146424782,Protein coding,IonXpress_NONO_c,1,624
3001,146424158,146424782,Protein coding,IonXpress_SFPQt1,2,624
3002,146424956,146425674,Protein coding,IonXpress_NONO_c,1,718
3003,146424956,146425674,Protein coding,IonXpress_SFPQt1,2,718
3004,146425727,146426322,Protein coding,IonXpress_NONO_c,1,595
3005,146425727,146426322,Protein coding,IonXpress_SFPQt1,2,595
3006,146426496,146427204,Protein coding,IonXpress_NONO_c,1,708
3007,146426496,146427204,Protein coding,IonXpress_SFPQt1,2,708
3008,146427257,146427926,Protein coding,IonXpress_NONO_c,1,669
3009,146427257,146427926,Protein coding,IonXpress_SFPQt1,2,669
3010,146428100,146428813,Protein coding,IonXpress_NONO_c,1,713
3011,146428100,146428813,Protein coding,IonXpress_SFPQt1,2,713
3012,146428923,146435852,Protein coding,IonXpress_NONO_c,1,6929
3013,146428923,146435852,Protein coding,IonXpress_SFPQt1,2,6929
3014,146436026,146436734,Protein coding,IonXpress_NONO_c,1,708
3015,146436026,146436734,Protein coding,IonXpress_SFPQt1,2,708
3016,146436787,146437456,Protein coding,IonXpress_NONO_c,1,669
3017,146436787,146437456,Protein coding,IonXpress_SFPQt1,2,669
3018,146437630,146438343,Protein coding,IonXpress_NONO_c,1,713
3019,146437630,146438343,Protein coding,IonXpress_SFPQt1,2,713
3020,146438453,146443691,Protein coding,IonXpress_NONO_c,1,5238
3021,146438453,146443691,Protein coding,IonXpress_SFPQt1,2,5238
3022,146443865,146444573,Protein coding,IonXpress_NONO_c,1,708
3023,146443865,146444573,Protein coding,IonXpress_SFPQt1,2,708
3024,146444626,146445297,Protein coding,IonXpress_NONO_c,1,671
3025,146444626,146445297,Protein coding,IonXpress_SFPQt1,2,671
3026,146445388,146446832,Protein coding,IonXpress_NONO_c,1,1444
3027,146445388,146446832,Protein coding,IonXpress_SFPQt1,2,1444
3028,146446834,146446923,Protein coding,IonXpress_NONO_c,1,89
3029,146446834,146446923,Protein coding,IonXpress_SFPQt1,2,89
3030,146447006,146447724,Protein coding,IonXpress_NONO_c,1,718
3031,146447006,146447724,Protein coding,IonXpress_SFPQt1,2,718
3032,146447777,146448372,Protein coding,IonXpress_NONO_c,1,595
3033,146447777,146448372,Protein coding,IonXpress_SFPQt1,2,595
3034,146448546,146449254,Protein coding,IonXpress_SFPQt1,1,708
3035,146448546,146454018,Protein coding,IonXpress_NONO_c,1,5472
3036,146448546,146454018,Protein coding,IonXpress_SFPQt1,2,5472
3037,146449307,146449976,Protein coding,IonXpress_SFPQt1,1,669
3038,146450150,146450863,Protein coding,IonXpress_SFPQt1,1,713
3039,146450973,146451597,Protein coding,IonXpress_SFPQt1,1,624
3040,146451771,146452489,Protein coding,IonXpress_SFPQt1,1,718
3041,146452542,146456357,Protein coding,IonXpress_SFPQt1,1,3815
3042,146454071,146454736,Protein coding,IonXpress_NONO_c,1,665
3043,146454071,146454736,Protein coding,IonXpress_SFPQt1,2,665
3044,146454910,146455623,Protein coding,IonXpress_NONO_c,1,713
3045,146454910,146455623,Protein coding,IonXpress_SFPQt1,2,713
3046,146455733,146456357,Protein coding,IonXpress_NONO_c,1,624
3047,146455733,146456357,Protein coding,IonXpress_SFPQt1,2,624
3048,146456531,146457249,Protein coding,IonXpress_SFPQt1,1,718
3049,146456531,146462009,Protein coding,IonXpress_NONO_c,1,5478
3050,146456531,146462009,Protein coding,IonXpress_SFPQt1,2,5478
3051,146457302,146457896,Protein coding,IonXpress_SFPQt1,1,594
3052,146458070,146458778,Protein coding,IonXpress_SFPQt1,1,708
3053,146458831,146459496,Protein coding,IonXpress_SFPQt1,1,665
3054,146459670,146460383,Protein coding,IonXpress_SFPQt1,1,713
3055,146460493,146461117,Protein coding,IonXpress_SFPQt1,1,624
3056,146461291,146462009,Protein coding,IonXpress_SFPQt1,1,718
3057,146462062,146462656,Protein coding,IonXpress_NONO_c,1,594
3058,146462062,146462656,Protein coding,IonXpress_SFPQt1,3,594
3059,146462830,146463538,Protein coding,IonXpress_NONO_c,1,708
3060,146462830,146463538,Protein coding,IonXpress_SFPQt1,2,708
3061,146462830,146465149,Protein coding,IonXpress_SFPQt1,1,2319
3062,146463591,146464262,Protein coding,IonXpress_NONO_c,1,671
3063,146463591,146464262,Protein coding,IonXpress_SFPQt1,2,671
3064,146464436,146465149,Protein coding,IonXpress_NONO_c,1,713
