,transcript,IonXpress_NONO_c,IonXpress_SFPQt1,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
396,uc001bqo.3,,['G204.1' 'G205.1'],uc001bqo.3,chr1,-,28905049,28908383,28905049,28905049,3,"28905049,28906044,28907071,","28905192,28906493,28908383,",uc001bqo.3,,4714,uc001bqo.3,AK092096,,,SNHG12,,,"Homo sapiens small nucleolar RNA host gene 12 (non-protein coding) (SNHG12), non-coding RNA.",,
397,uc002ptf.3,,['G1461.1'],uc002ptf.3,chr19,-,51300960,51307974,51301351,51301705,5,"51300960,51302550,51305473,51305710,51307828,","51302215,51302614,51305514,51305871,51307974,",Q6RUI8,uc002ptf.3,39684,uc002ptf.3,NM_199249,Q6RUI8,CS048_HUMAN,C19orf48,NM_199249,NP_954858,"Homo sapiens chromosome 19 open reading frame 48 (C19orf48), mRNA.",,
398,uc001qfg.3,,['G649.1'],uc001qfg.3,chr11,-,129733669,129762904,129734619,129762783,25,"129733669,129734860,129735771,129739388,129742778,129743639,129744007,129744395,129744687,129745251,129746615,129747219,129748203,129748358,129751337,129751621,129751980,129752345,129753016,129753964,129754639,129755329,129756211,129758488,129762609,","129734745,129734996,129735878,129740156,129742991,129743910,129744228,129744475,129744811,129745358,129746790,129747280,129748250,129748438,129751403,129751748,129752089,129752526,129753101,129754038,129754777,129755504,129756339,129758690,129762904,",Q6P4R8-2,uc001qfg.3,15438,uc001qfg.3,NM_006165,Q6P4R8-2,Q6P4R8-2,NFRKB,NM_006165,NP_006156,"Homo sapiens nuclear factor related to kappaB binding protein (NFRKB), transcript variant 2, mRNA.",,
399,uc021tgu.1,,['G1112.1'],uc021tgu.1,chr16,+,31087222,31094826,31087645,31093135,1,"31087222,","31094826,",O15015,uc021tgu.1,27554,uc021tgu.1,AB527243,O15015,ZN646_HUMAN,ZNF646,NM_014699,NP_055514,"Homo sapiens zinc finger protein 646 (ZNF646), mRNA.",,
400,uc003hnq.3,,['G2071.1'],uc003hnq.3,chr4,-,83814604,83822069,83814604,83814604,5,"83814604,83816844,83819141,83821229,83821486,","83816000,83816927,83819215,83821376,83822069,",uc003hnq.3,,56219,uc003hnq.3,NR_034076,,,THAP9-AS1,NR_034076,,"Homo sapiens THAP9 antisense RNA 1 (THAP9-AS1), transcript variant 2, non-coding RNA.",,
401,uc002rdi.3,,['G1575.1'],uc002rdi.3,chr2,-,20110028,20189884,20113318,20189776,28,"20110028,20113797,20130156,20131029,20132043,20133161,20135231,20135979,20137503,20138025,20141519,20145546,20146221,20147924,20151175,20153594,20160314,20162055,20166484,20169240,20173323,20174228,20175290,20178511,20180451,20182223,20188925,20189752,","20113469,20114038,20130313,20131170,20132208,20133272,20135364,20136126,20137707,20138162,20141600,20145757,20146331,20147978,20151245,20153739,20160375,20162088,20166670,20169366,20173469,20174394,20175424,20178640,20180544,20182295,20189043,20189884,",Q9P2L0,uc002rdi.3,42890,uc002rdi.3,NM_001006657,Q9P2L0,WDR35_HUMAN,WDR35,NM_001006657,NP_001006658,"Homo sapiens WD repeat domain 35 (WDR35), transcript variant 1, mRNA.",,
402,uc010sbw.1,,['G649.1'],uc010sbw.1,chr11,-,129739388,129765490,129739388,129762744,24,"129739388,129742778,129743639,129744007,129744395,129744687,129745251,129746615,129747219,129748205,129748358,129751337,129751621,129751980,129752345,129753016,129753964,129754639,129755329,129756211,129758488,129762609,129764253,129765390,","129740156,129742991,129743910,129744228,129744475,129744811,129745358,129746790,129747280,129748246,129748438,129751403,129751748,129752089,129752526,129753101,129754038,129754777,129755504,129756339,129758690,129762765,129764333,129765490,",Q6P4R8-2,uc010sbw.1,15440,uc010sbw.1,AK299794,Q6P4R8-2,Q6P4R8-2,NFRKB,,,"Homo sapiens nuclear factor related to kappaB binding protein (NFRKB), transcript variant 1, mRNA.",,
403,uc003yig.1,,['G2692.1'],uc003yig.1,chr8,-,99054313,99054445,99054313,99054313,1,"99054313,","99054445,",uc003yig.1,,73863,uc003yig.1,NR_002581,,,SNORA72,NR_002581,,"Homo sapiens small nucleolar RNA, H/ACA box 72 (SNORA72), small nucleolar RNA.",,
404,uc011loc.1,,['G2796.1'],uc011loc.1,chr9,-,33921690,34048885,33922501,33998847,28,"33921690,33922684,33922963,33923183,33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,33935836,33941646,33943417,33944362,33948371,33953282,33956076,33960823,33963723,33986757,33988970,33996220,33998784,34011624,34017047,34048822,","33922597,33922876,33923031,33923291,33923476,33923998,33924282,33926662,33927078,33927990,33932626,33933626,33935876,33941860,33943587,33944637,33948585,33953472,33956144,33960876,33963789,33986835,33989124,33996331,33998862,34011662,34017187,34048885,",Q5T6F2,uc011loc.1,76147,uc011loc.1,AK302754,Q5T6F2,UBAP2_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
405,uc003ztr.2,,['G2796.1'],uc003ztr.2,chr9,-,33933487,34048885,33933489,33998847,16,"33933487,33935836,33941646,33943417,33944362,33948371,33953282,33956076,33960823,33963723,33986757,33988970,33998784,34011624,34017047,34048822,","33933626,33935876,33941860,33943587,33944637,33948585,33953472,33956144,33960876,33963789,33986835,33989124,33998862,34011662,34017187,34048885,",E7EWG4,uc003ztr.2,76152,uc003ztr.2,BC111409,E7EWG4,E7EWG4_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
406,uc010fgr.1,,['G1509.1'],uc010fgr.1,chr2,+,86362992,86363129,86362992,86362992,1,"86362992,","86363129,",uc010fgr.1,,41007,uc010fgr.1,NR_004378,,,SNORD94,NR_004378,,"Homo sapiens small nucleolar RNA, C/D box 94 (SNORD94), small nucleolar RNA.",,
407,uc021udi.1,,['G1214.1'],uc021udi.1,chr17,+,74553845,74561430,74553845,74553845,4,"74553845,74555026,74557369,74559200,","74553939,74555125,74557484,74561430,",uc021udi.1,,31691,uc021udi.1,NR_038108,,,SNHG16,NR_038108,,"Homo sapiens small nucleolar RNA host gene 16 (non-protein coding) (SNHG16), transcript variant 1, non-coding RNA.",,
408,uc010vmm.2,,['G1093.1' 'G1093.2'],uc010vmm.2,chr16,-,71963440,72033877,71963440,72033877,31,"71963440,71963954,71967322,71967817,71969260,71971194,71976462,71977932,71981394,71981421,71983681,71984016,71985462,71986792,71988003,71997103,72001035,72001804,72003773,72007222,72011134,72012153,72013684,72013905,72015953,72017934,72020119,72024178,72027114,72032170,72033582,","71963581,71964086,71967424,71968028,71969421,71971322,71976927,71978073,71981419,71981490,71983916,71984209,71985643,71986992,71988200,71997250,72001214,72001906,72004004,72007416,72011366,72012282,72013811,72014029,72016134,72018066,72020368,72024228,72027231,72032293,72033877,",Q7Z443,uc010vmm.2,29570,uc010vmm.2,NM_181536,Q7Z443,PK1L3_HUMAN,PKD1L3,NM_181536,NP_853514,"Homo sapiens polycystic kidney disease 1-like 3 (PKD1L3), mRNA.",,
409,uc003jto.4,,['G2215.1'],uc003jto.4,chr5,-,64444562,64769779,64447662,64592972,25,"64444562,64466443,64468658,64483842,64492848,64510620,64511150,64520146,64520750,64521912,64537930,64556426,64558643,64569166,64587155,64592934,64595811,64625204,64629868,64747301,64747959,64748533,64755996,64766604,64769403,","64447772,64466600,64468835,64484047,64492978,64510759,64511314,64520227,64520874,64522046,64538033,64556490,64558789,64569274,64587297,64593071,64595958,64625310,64629912,64747447,64748043,64748745,64756165,64766969,64769779,",Q9UKP5,uc003jto.4,59053,uc003jto.4,AY692425,Q9UKP5,ATS6_HUMAN,ADAMTS6,,,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 6 (ADAMTS6), mRNA.",,
410,uc001bqs.2,,['G205.1'],uc001bqs.2,chr1,-,28906892,28907024,28906892,28906892,1,"28906892,","28907024,",uc001bqs.2,,4709,uc001bqs.2,NR_002976,,,SNORA44,NR_002976,,"Homo sapiens small nucleolar RNA, H/ACA box 44 (SNORA44), small nucleolar RNA.",,
411,uc003ntv.3,,['G2402.1' 'G2404.1'],uc003ntv.3,chr6,-,31497995,31514625,31498210,31508309,13,"31497995,31498555,31498829,31499072,31500556,31503143,31504276,31506539,31506923,31508098,31509726,31513885,31514254,","31498227,31498703,31498974,31499182,31500688,31503262,31504460,31506632,31507051,31508441,31509925,31513986,31514625,",Q13838,uc003ntv.3,62642,uc003ntv.3,NR_037853,Q13838,DX39B_HUMAN,ATP6V1G2-DDX39B,NM_080598,NP_542165,"Homo sapiens ATP6V1G2-DDX39B readthrough (NMD candidate) (ATP6V1G2-DDX39B), non-coding RNA.",,
412,uc002apz.1,,['G1026.1'],uc002apz.1,chr15,-,66795582,66795652,66795582,66795582,1,"66795582,","66795652,",uc002apz.1,,25961,uc002apz.1,NR_002441,,,SNORD18A,NR_002441,,"Homo sapiens small nucleolar RNA, C/D box 18A (SNORD18A), small nucleolar RNA.",,
413,uc001bqq.1,,['G204.1'],uc001bqq.1,chr1,-,28905254,28905334,28905254,28905254,1,"28905254,","28905334,",uc001bqq.1,,4715,uc001bqq.1,NR_003077,,,SNORD99,NR_003077,,"Homo sapiens small nucleolar RNA, C/D box 99 (SNORD99), small nucleolar RNA.",,
414,uc003ztp.2,,['G2796.1'],uc003ztp.2,chr9,-,33921690,33935189,33922501,33927882,12,"33921690,33922684,33922963,33923183,33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,","33922597,33922876,33923031,33923291,33923476,33923998,33924282,33926662,33927078,33927990,33932626,33935189,",Q5JV03,uc003ztp.2,76154,uc003ztp.2,AK125935,Q5JV03,Q5JV03_HUMAN,UBAP2,NM_018449,NP_060919,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
415,uc001esc.2,,['G258.1'],uc001esc.2,chr1,+,148560846,148596267,148577649,148594640,19,"148560846,148566849,148568735,148577357,148577614,148579605,148580539,148581795,148582332,148583825,148587787,148588993,148589660,148590552,148591200,148592082,148592790,148593677,148594396,","148561115,148566880,148568877,148577512,148577824,148579708,148580754,148581868,148582538,148583877,148587951,148589045,148589833,148590604,148591373,148592134,148592963,148593783,148596267,",Q8N660,uc001esc.2,2251,uc001esc.2,NM_173638,Q8N660,NBPFF_HUMAN,NBPF15,NM_173638,NP_775909,"Homo sapiens neuroblastoma breakpoint family, member 15 (NBPF15), transcript variant 2, mRNA.",,
416,uc003ntt.3,,['G2402.1' 'G2404.1'],uc003ntt.3,chr6,-,31497995,31510252,31498210,31508309,11,"31497995,31498555,31498829,31499072,31500556,31503143,31504276,31506539,31506923,31508098,31509726,","31498227,31498703,31498974,31499182,31500688,31503262,31504460,31506632,31507051,31508441,31510252,",Q13838,uc003ntt.3,62643,uc003ntt.3,NM_004640,Q13838,DX39B_HUMAN,DDX39B,NM_004640,NP_542165,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B (DDX39B), transcript variant 1, mRNA.",,
417,uc001bqk.3,,['G204.1' 'G205.1'],uc001bqk.3,chr1,-,28905049,28908366,28905049,28905049,6,"28905049,28906044,28906423,28907071,28907622,28908101,","28905192,28906099,28906493,28907158,28907741,28908366,",uc001bqk.3,,4707,uc001bqk.3,NR_024127,,,SNHG12,NR_024127,,"Homo sapiens small nucleolar RNA host gene 12 (non-protein coding) (SNHG12), non-coding RNA.",,
418,uc002eap.3,,['G1112.1'],uc002eap.3,chr16,+,31085742,31094833,31087645,31094413,3,"31085742,31087566,31094291,","31085952,31093022,31094833,",O15015-2,uc002eap.3,27553,uc002eap.3,NM_014699,O15015-2,O15015-2,ZNF646,NM_014699,NP_055514,"Homo sapiens zinc finger protein 646 (ZNF646), mRNA.",,
419,uc003rjy.2,,['G2320.1'],uc003rjy.2,chr6,+,31802692,31807541,31805105,31807440,4,"31802692,31803187,31805012,31807319,","31802977,31803228,31805212,31807541,",Q9UBA6,uc003rjy.2,60825,uc003rjy.2,NM_001040438,Q9UBA6,G8_HUMAN,C6orf48,NM_001040438,NP_001035528,"Homo sapiens chromosome 6 open reading frame 48 (C6orf48), transcript variant 2, mRNA.",,
420,uc001vxa.1,,['G933.1'],uc001vxa.1,chr14,-,20811229,20811570,20811229,20811229,1,"20811229,","20811570,",uc001vxa.1,,22192,uc001vxa.1,NR_002312,,,RPPH1,NR_002312,,"Homo sapiens ribonuclease P RNA component H1 (RPPH1), RNase P RNA.",,
421,uc011mwg.2,,['G2974.1'],uc011mwg.2,chrX,-,135955605,135962939,135956300,135961274,9,"135955605,135957244,135957416,135957629,135958661,135960073,135961175,135961477,135962755,","135956611,135957327,135957542,135957744,135958814,135960245,135961317,135961612,135962939,",P38159,uc011mwg.2,80312,uc011mwg.2,NR_028477,P38159,RBMX_HUMAN,RBMX,NR_028477,,"Homo sapiens RNA binding motif protein, X-linked (RBMX), transcript variant 4, non-coding RNA.",,
422,uc010cpj.1,,['G1167.1'],uc010cpj.1,chr17,+,16614992,16707819,16614992,16614992,21,"16614992,16623511,16623830,16630840,16635113,16635851,16638003,16664738,16665626,16667278,16675290,16676810,16686936,16687736,16690261,16691248,16699356,16701555,16703264,16704349,16705572,","16615129,16623545,16623972,16631054,16635297,16635980,16638957,16665032,16665847,16667489,16675333,16677596,16687047,16687794,16690436,16691449,16699548,16701844,16703685,16704442,16707819,",uc010cpj.1,,30254,uc010cpj.1,EF553518,,,USP32P1,,,"Homo sapiens ubiquitin specific peptidase 32 pseudogene 1 (USP32P1), non-coding RNA.",,
423,uc003lhc.1,,['G2161.1'],uc003lhc.1,chr5,+,140174443,140177062,140174549,140177024,1,"140174443,","140177062,",Q9Y5H9-2,uc003lhc.1,58081,uc003lhc.1,NM_031495,Q9Y5H9-2,Q9Y5H9-2,PCDHA2,NM_031495,NP_113683,"Homo sapiens protocadherin alpha 2 (PCDHA2), transcript variant 2, mRNA.",,
424,uc011bwi.2,,['G2000.1'],uc011bwi.2,chr4,+,7383624,7744564,7398050,7741991,27,"7383624,7398014,7533256,7640054,7655860,7663226,7666079,7668850,7677776,7684469,7691212,7698924,7705006,7705903,7714459,7715966,7716909,7719738,7725423,7726880,7728506,7730076,7731313,7735048,7735998,7738792,7741926,","7383719,7398082,7533356,7640219,7655934,7663291,7666198,7668940,7677956,7684616,7691315,7699001,7705098,7706011,7714580,7716100,7717038,7719910,7725610,7727014,7728630,7730189,7731439,7735148,7736101,7738941,7744564,",B5MED8,uc011bwi.2,54344,uc011bwi.2,AK295629,B5MED8,B5MED8_HUMAN,SORCS2,NM_020777,NP_065828,"Homo sapiens sortilin-related VPS10 domain containing receptor 2 (SORCS2), mRNA.",,
425,uc031qcu.1,,['G539.1'],uc031qcu.1,chr11,+,75110534,75133345,75110591,75115909,7,"75110534,75111737,75112683,75113395,75115063,75115715,75132770,","75110621,75111868,75112777,75113490,75115251,75115912,75133345,",P23396,uc031qcu.1,12550,uc031qcu.1,NM_001256802,P23396,RS3_HUMAN,RPS3,NM_001256802,NP_001243731,"Homo sapiens ribosomal protein S3 (RPS3), transcript variant 2, mRNA.",,
426,uc021xpq.1,,['G2071.1'],uc021xpq.1,chr4,-,83814701,83820460,83814701,83814701,1,"83814701,","83820460,",uc021xpq.1,,56229,uc021xpq.1,AK128593,,,AK128593,,,"Homo sapiens pTM5 mariner-like transposon mRNA, partial sequence.",,
427,uc002sqw.2,,['G1509.1'],uc002sqw.2,chr2,+,86333304,86369280,86333370,86364682,24,"86333304,86335472,86335622,86338235,86343652,86344177,86346043,86348601,86350823,86352117,86352577,86352917,86354283,86355063,86357770,86358200,86359440,86360300,86360468,86361414,86361961,86363643,86364104,86364591,","86333474,86335525,86335659,86338281,86343721,86344282,86346167,86348717,86350885,86352205,86352638,86353003,86354428,86355114,86357860,86358229,86359547,86360379,86360559,86361500,86362110,86363685,86364263,86369280,",Q96EY7,uc002sqw.2,41004,uc002sqw.2,NM_017952,Q96EY7,PTCD3_HUMAN,PTCD3,NM_017952,NP_060422,"Homo sapiens pentatricopeptide repeat domain 3 (PTCD3), nuclear gene encoding mitochondrial protein, mRNA.",,
428,uc031qcs.1,,['G539.1'],uc031qcs.1,chr11,+,75110534,75117957,75110591,75115909,7,"75110534,75111737,75112683,75113347,75115063,75115715,75116626,","75110621,75111868,75112777,75113490,75115251,75115912,75117957,",J3KN86,uc031qcs.1,12548,uc031qcs.1,NM_001260506,J3KN86,J3KN86_HUMAN,RPS3,NM_001260506,NP_001247435,"Homo sapiens ribosomal protein S3 (RPS3), transcript variant 3, mRNA.",,
429,uc001xhh.4,,['G896.1' 'G896.2'],uc001xhh.4,chr14,+,64970702,64991669,64988222,64990364,4,"64970702,64971494,64977966,64988204,","64970809,64971664,64978102,64991669,",Q9Y2K1,uc001xhh.4,21390,uc001xhh.4,BC050719,Q9Y2K1,ZBTB1_HUMAN,ZBTB1,NM_001123329,NP_001116801,"Homo sapiens zinc finger and BTB domain containing 1 (ZBTB1), transcript variant 1, mRNA.",,
430,uc003lha.2,,['G2161.1'],uc003lha.2,chr5,+,140165875,140391929,140165875,140389522,4,"140165875,140358533,140362059,140389211,","140167477,140358592,140362148,140391929,",Q9Y5I3-2,uc003lha.2,58074,uc003lha.2,NM_031411,Q9Y5I3-2,Q9Y5I3-2,PCDHA1,NM_031411,NP_113599,"Homo sapiens protocadherin alpha 1 (PCDHA1), transcript variant 3, mRNA.",,
431,uc003jtr.1,,['G2215.1'],uc003jtr.1,chr5,-,64510224,64769779,64510468,64625290,19,"64510224,64511150,64520146,64520750,64521912,64537930,64556426,64558643,64569166,64587155,64595811,64625204,64629868,64747301,64747959,64748533,64755996,64766604,64769403,","64510759,64511314,64520227,64520874,64522046,64538033,64556490,64558789,64569274,64587297,64595958,64625310,64629912,64747447,64748048,64748745,64756165,64766969,64769779,",D6R9L6,uc003jtr.1,59054,uc003jtr.1,AY692426,D6R9L6,D6R9L6_HUMAN,ADAMTS6,,,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 6 (ADAMTS6), mRNA.",,
432,uc002gqk.1,,['G1167.1'],uc002gqk.1,chr17,+,16593638,16678311,16593714,16676843,18,"16593638,16596292,16608464,16610782,16612109,16614992,16623511,16623830,16630840,16635113,16635851,16638003,16664738,16665626,16667278,16675290,16675913,16676810,","16594058,16596363,16608713,16610856,16612949,16615129,16623545,16623972,16631054,16635297,16635980,16638957,16665032,16665847,16667489,16675333,16676023,16678311,",A2RUR9,uc002gqk.1,30252,uc002gqk.1,NM_014695,A2RUR9,C144A_HUMAN,CCDC144A,NM_014695,NP_055510,"Homo sapiens coiled-coil domain containing 144A (CCDC144A), mRNA.",,
433,uc010zrt.1,,['G1731.1'],uc010zrt.1,chr20,-,17927811,17949154,17928124,17949068,11,"17927811,17929533,17929707,17930775,17930934,17932143,17933230,17934639,17936008,17937576,17949017,","17928289,17929620,17929747,17930851,17931040,17932239,17933354,17934761,17936119,17937681,17949154,",B7Z476,uc010zrt.1,46377,uc010zrt.1,AK296947,B7Z476,B7Z476_HUMAN,SNX5,NM_152227,NP_689413,"Homo sapiens sorting nexin 5 (SNX5), transcript variant 2, mRNA.",,
434,uc002fuq.3,,['G1150.1'],uc002fuq.3,chr17,+,2279653,2284348,2280066,2282814,5,"2279653,2280252,2281150,2282329,2282725,","2280109,2280362,2281247,2282497,2284348,",uc002fuq.3,,29851,uc002fuq.3,BC029251,,,SGSM2,,,"Homo sapiens small G protein signaling modulator 2 (SGSM2), transcript variant 2, mRNA.",,
435,uc001ura.3,,['G811.1'],uc001ura.3,chr13,+,27825691,27830702,27827913,27830662,6,"27825691,27827901,27828356,27829378,27830320,27830572,","27825722,27827980,27828418,27829491,27830471,27830702,",P46778,uc001ura.3,19404,uc001ura.3,NR_026911,P46778,RL21_HUMAN,RPL21,NM_000982,NP_000973,"Homo sapiens ribosomal protein L21 (RPL21), mRNA.",,
436,uc021tmt.1,,['G1096.1'],uc021tmt.1,chr16,+,89627064,89633237,89627367,89629450,6,"89627064,89627347,89627634,89628003,89628742,89629291,","89627120,89627471,89627737,89628159,89628799,89633237,",NP_001230059,uc021tmt.1,28356,uc021tmt.1,NM_001243130,P26373,RL13_HUMAN,RPL13,NM_001243130,NP_001230059,"Homo sapiens ribosomal protein L13 (RPL13), transcript variant 3, mRNA.",,
437,uc004fqc.1,,['G2984.1'],uc004fqc.1,chrY,+,2620336,2655675,2620336,2620336,5,"2620336,2638590,2642756,2655035,2655520,","2620376,2638632,2642780,2655094,2655675,",uc004fqc.1,,80607,uc004fqc.1,Z48520,,,XGPY2,,,"Homo sapiens Xg pseudogene, Y-linked 2 (XGPY2), non-coding RNA.",,
438,uc010nwc.2,,['G2984.1'],uc010nwc.2,chrY,+,2620336,2655611,2620336,2620336,4,"2620336,2638590,2642756,2655035,","2620376,2638632,2642780,2655611,",uc010nwc.2,,80608,uc010nwc.2,Z48513,,,XGPY2,,,"Homo sapiens Xg pseudogene, Y-linked 2 (XGPY2), non-coding RNA.",,
439,uc010mbk.2,,['G2692.1'],uc010mbk.2,chr8,-,99037078,99057818,99037860,99057595,4,"99037078,99057170,99057574,99057735,","99037966,99057316,99057627,99057818,",E5RJH3,uc010mbk.2,73864,uc010mbk.2,AK308890,E5RJH3,E5RJH3_HUMAN,RPL30,NM_000989,NP_000980,"Homo sapiens ribosomal protein L30 (RPL30), mRNA.",,
440,uc021tqt.1,,['G1164.1'],uc021tqt.1,chr17,+,16342300,16343574,16342455,16343571,3,"16342300,16342973,16343498,","16342728,16343017,16343574,",Q8N1F1,uc021tqt.1,30250,uc021tqt.1,HQ447236,Q8N1F1,C1AS1_HUMAN,C17orf76-AS1,,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 31, non-coding RNA.",,
441,uc001uqz.1,,['G811.1'],uc001uqz.1,chr13,+,27825691,27830471,27827977,27830471,4,"27825691,27827901,27829378,27830320,","27825722,27827980,27829491,27830471,",P46778,uc001uqz.1,19405,uc001uqz.1,BC104478,P46778,RL21_HUMAN,RPL21,,,"Homo sapiens ribosomal protein L21 (RPL21), mRNA.",,
442,uc004cqp.3,,['G2883.1'],uc004cqp.3,chrX,+,2670092,2734541,2670315,2732421,11,"2670092,2688590,2692756,2700106,2707684,2712575,2715350,2724741,2726225,2729376,2732404,","2670376,2688632,2692780,2700169,2707747,2712644,2715401,2724786,2726261,2729493,2734541,",P55808-3,uc004cqp.3,77653,uc004cqp.3,NM_001141919,P55808-3,P55808-3,XG,NM_001141919,NP_001135391,"Homo sapiens Xg blood group (XG), transcript variant 2, mRNA.",,
443,uc004fah.1,,['G2974.1'],uc004fah.1,chrX,-,135961357,135961430,135961357,135961357,1,"135961357,","135961430,",uc004fah.1,,80317,uc004fah.1,NR_002735,,,SNORD61,NR_002735,,"Homo sapiens small nucleolar RNA, C/D box 61 (SNORD61), small nuclear RNA.",,
444,uc011bfl.2,,['G1945.1' 'G1945.2'],uc011bfl.2,chr3,+,63263913,63602597,63263913,63263913,5,"63263913,63264352,63466507,63594800,63600899,","63264227,63264418,63466632,63594992,63602597,",uc011bfl.2,,50868,uc011bfl.2,AK293628,,,SYNPR,,,"Homo sapiens synaptoporin (SYNPR), transcript variant 1, mRNA.",,
445,uc001pyp.3,,['G645.1'],uc001pyp.3,chr11,-,122928199,122932901,122928441,122932032,8,"122928199,122929474,122929766,122930180,122930823,122931300,122931827,122932771,","122928536,122929538,122929969,122930736,122930976,122931506,122932037,122932901,",P11142-2,uc001pyp.3,15316,uc001pyp.3,NM_153201,P11142-2,P11142-2,HSPA8,NM_153201,NP_694881,"Homo sapiens heat shock 70kDa protein 8 (HSPA8), transcript variant 2, mRNA.",,
446,uc021ogr.1,,['G195.1'],uc021ogr.1,chr1,-,16860349,16862144,16860349,16860349,2,"16860349,16860920,","16860704,16862144,",uc021ogr.1,,4386,uc021ogr.1,BC036435,,,BC036435,,,"Homo sapiens cDNA FLJ43749 fis, clone TESTI2034749.",,
447,uc010fnh.1,,['G1523.1'],uc010fnh.1,chr2,+,135847223,135933964,135847223,135847223,25,"135847223,135848567,135851184,135870720,135872785,135878388,135881734,135883750,135884152,135887564,135888121,135890464,135891430,135892834,135893133,135907938,135911218,135920124,135920317,135920555,135922163,135926114,135927303,135932896,135933818,","135847442,135848700,135851263,135870840,135872951,135878488,135881816,135883819,135884226,135887657,135888291,135890554,135891603,135892889,135893502,135908076,135911446,135920221,135920421,135920671,135922266,135926319,135927418,135933158,135933964,",uc010fnh.1,,41595,uc010fnh.1,BC146809,,,RAB3GAP1,NM_012233,,"Homo sapiens RAB3 GTPase activating protein subunit 1 (catalytic) (RAB3GAP1), transcript variant 2, mRNA.",,
448,uc002ezf.3,,['G1091.1'],uc002ezf.3,chr16,+,70557690,70611571,70560559,70605716,26,"70557690,70560489,70562775,70564647,70566381,70569210,70572225,70573006,70575571,70578340,70582272,70588348,70588953,70590081,70590788,70594371,70595532,70597778,70598967,70599270,70601313,70602185,70602945,70603908,70604997,70605575,","70557831,70560629,70563102,70564820,70566523,70569323,70572363,70573110,70575737,70578436,70582345,70588500,70589109,70590237,70590932,70594494,70595687,70597953,70599173,70599427,70601439,70602398,70603044,70604052,70605102,70611571,",Q15393,uc002ezf.3,28118,uc002ezf.3,NM_012426,Q15393,SF3B3_HUMAN,SF3B3,NM_012426,NP_036558,"Homo sapiens splicing factor 3b, subunit 3, 130kDa (SF3B3), mRNA.",,
449,uc010vwf.2,,['G1164.1'],uc010vwf.2,chr17,+,16342300,16344525,16342300,16342300,4,"16342300,16342640,16343498,16344387,","16342374,16342728,16343567,16344525,",uc010vwf.2,,30241,uc010vwf.2,NR_027179,,,C17orf76-AS1,NR_027179,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 23, non-coding RNA.",,
450,uc031tga.1,,['G2833.1'],uc031tga.1,chrM,+,5904,7439,5904,5904,1,"5904,","7439,",uc031tga.1,,77534,uc031tga.1,BC018860,,,BC018860,,,"Homo sapiens cDNA: FLJ22894 fis, clone KAT04907.",,
451,uc002wqd.3,,['G1731.1'],uc002wqd.3,chr20,-,17922243,17949490,17923000,17949068,14,"17922243,17923753,17928129,17929533,17929707,17930775,17930934,17932143,17933230,17934639,17936008,17937576,17949017,17949342,","17923051,17923839,17928289,17929620,17929747,17930851,17931040,17932239,17933354,17934761,17936119,17937681,17949100,17949490,",Q9Y5X3,uc002wqd.3,46373,uc002wqd.3,NM_152227,Q9Y5X3,SNX5_HUMAN,SNX5,NM_152227,NP_689413,"Homo sapiens sorting nexin 5 (SNX5), transcript variant 1, mRNA.",,
452,uc010rzu.2,,['G645.1'],uc010rzu.2,chr11,-,122928199,122932901,122928441,122932032,8,"122928199,122928959,122929339,122929766,122930180,122930823,122931827,122932771,","122928627,122929192,122929538,122929969,122930736,122930951,122932037,122932901,",P11142,uc010rzu.2,15317,uc010rzu.2,AK303935,P11142,HSP7C_HUMAN,HSPA8,NM_006597,NP_006588,"Homo sapiens heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA.",,
