,transcript,IonXpress_SFPQ_N,IonXpress_NONO_N,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
1718,uc002zgq.2,,['G1543.1'],uc002zgq.2,chr21,+,46494492,46646478,46494492,46494492,13,"46494492,46548316,46591524,46595644,46600244,46602499,46603276,46604388,46604837,46624469,46640750,46641932,46645461,","46494708,46548488,46591599,46596579,46600359,46602668,46603425,46604508,46605006,46624651,46640929,46643492,46646478,",uc002zgq.2,,47531,uc002zgq.2,NR_073200,,,ADARB1,NM_015833,,"Homo sapiens adenosine deaminase, RNA-specific, B1 (ADARB1), transcript variant 8, non-coding RNA.",,
1719,uc031sqv.1,,['G2021.1'],uc031sqv.1,chr6,+,160148531,160177352,160157297,160176643,8,"160148531,160157289,160160021,160163119,160164696,160169222,160174491,160176059,","160148735,160157327,160160077,160163178,160164824,160169401,160174646,160177352,",Q15007,uc031sqv.1,62135,uc031sqv.1,NM_001270531,Q15007,FL2D_HUMAN,WTAP,NM_001270531,NP_004897,"Homo sapiens Wilms tumor 1 associated protein (WTAP), transcript variant 4, mRNA.",,
1720,uc003xjj.3,,['G2233.1'],uc003xjj.3,chr8,+,33342684,33358778,33342724,33356147,10,"33342684,33345895,33346037,33346251,33346505,33347802,33353059,33354142,33354749,33355949,","33342739,33345945,33346147,33346316,33346657,33347857,33353134,33354259,33354815,33358778,",Q9BXY0,uc003xjj.3,72286,uc003xjj.3,NM_032509,Q9BXY0,MAK16_HUMAN,MAK16,NM_032509,NP_115898,"Homo sapiens MAK16 homolog (S. cerevisiae) (MAK16), mRNA.",,
1721,uc001grl.3,,['G208.1'],uc001grl.3,chr1,-,185265521,185286461,185267166,185278625,15,"185265521,185268841,185269130,185269348,185269568,185270103,185270565,185274667,185276145,185276620,185277931,185278134,185278514,185280226,185286084,","185267420,185269015,185269262,185269475,185269690,185270328,185270695,185274775,185276271,185276794,185278007,185278304,185278643,185280454,185286461,",Q9Y6Y0,uc001grl.3,7068,uc001grl.3,NM_006469,Q9Y6Y0,NS1BP_HUMAN,IVNS1ABP,NM_006469,NP_006460,"Homo sapiens influenza virus NS1A binding protein (IVNS1ABP), mRNA.",,
1722,uc002zgs.2,,['G1543.1'],uc002zgs.2,chr21,+,46494492,46646478,46494492,46494492,13,"46494492,46548316,46554629,46591524,46595644,46600244,46602499,46603276,46604837,46624469,46640750,46641932,46645461,","46494708,46548488,46554747,46591599,46596579,46600359,46602668,46603425,46605006,46624651,46640929,46643492,46646478,",uc002zgs.2,,47533,uc002zgs.2,NR_027673,,,ADARB1,NM_001112,,"Homo sapiens adenosine deaminase, RNA-specific, B1 (ADARB1), transcript variant 4, non-coding RNA.",,
1723,uc021vqr.1,,['G1418.1'],uc021vqr.1,chr2,-,148687965,148778463,148693078,148733527,15,"148687965,148695714,148695866,148696708,148701004,148705619,148709941,148712915,148715866,148716359,148730307,148731016,148733470,148739496,148778201,","148693267,148695782,148695962,148696817,148701091,148705793,148710093,148712964,148715952,148716435,148730398,148731093,148733544,148739650,148778463,",O43929,uc021vqr.1,44139,uc021vqr.1,NM_001190879,O43929,ORC4_HUMAN,ORC4,NM_001190879,NP_001177810,"Homo sapiens origin recognition complex, subunit 4 (ORC4), transcript variant 4, mRNA.",,
1724,uc003qqq.1,,['G2019.1'],uc003qqq.1,chr6,+,157256599,157473538,157256602,157470146,6,"157256599,157357968,157405795,157431605,157454161,157469757,","157256710,157358010,157406039,157431695,157454341,157473538,",Q8TEE4,uc003qqq.1,62096,uc003qqq.1,AK074180,Q8TEE4,Q8TEE4_HUMAN,ARID1B,,,"Homo sapiens AT rich interactive domain 1B (SWI1-like) (ARID1B), transcript variant 1, mRNA.",,
1725,uc010mqx.3,,['G2387.1'],uc010mqx.3,chr9,+,95087740,95377437,95099869,95375431,7,"95087740,95099822,95107980,95142044,95373595,95374804,95375300,","95088387,95099911,95108069,95142141,95373675,95374896,95377437,",Q6IPU0,uc010mqx.3,74987,uc010mqx.3,AK307435,Q6IPU0,CENPP_HUMAN,CENPP,,,"Homo sapiens centromere protein P (CENPP), mRNA.",,
1726,uc021uuh.1,,['G1233.1'],uc021uuh.1,chr19,-,39327027,39340617,39327361,39340606,13,"39327027,39328023,39328233,39329036,39329533,39330735,39331127,39334481,39334647,39336289,39336492,39337955,39340339,","39327420,39328119,39328291,39329238,39329655,39331016,39331199,39334554,39334744,39336375,39336730,39338074,39340617,",P14866,uc021uuh.1,39052,uc021uuh.1,NM_001533,P14866,HNRPL_HUMAN,HNRNPL,NM_001533,NP_001005335,"Homo sapiens heterogeneous nuclear ribonucleoprotein L (HNRNPL), transcript variant 1, mRNA.",,
1727,uc003vwg.2,,['G2138.1'],uc003vwg.2,chr7,+,140774031,141180179,140774110,141170586,4,"140774031,140912390,141137407,141170335,","140774492,140912504,141137545,141180179,",H3BS89,uc003vwg.2,69746,uc003vwg.2,NM_001195278,H3BS89,T178B_HUMAN,TMEM178B,NM_001195278,NP_001182207,"Homo sapiens transmembrane protein 178B (TMEM178B), mRNA.",,
1728,uc021xyt.1,,['G1893.1'],uc021xyt.1,chr5,-,55593390,55593516,55593390,55593390,1,"55593390,","55593516,",uc021xyt.1,,82582,uc021xyt.1,,,,U6atac,,,Rfam model RF00619 hit found at contig region AC016638.9/16520-16645,RF00619,
1729,uc011lcg.2,,['G2235.1'],uc011lcg.2,chr8,+,38854504,38962779,38854504,38854504,20,"38854504,38865404,38869176,38871483,38873636,38874737,38876371,38879161,38880674,38883321,38884195,38899464,38911999,38913095,38928816,38934746,38947565,38948777,38959381,38961125,","38854679,38865502,38869235,38871562,38873713,38874933,38876437,38879233,38880844,38883403,38884329,38899636,38912092,38913291,38928922,38934930,38947707,38948865,38959449,38962779,",uc011lcg.2,,72345,uc011lcg.2,NR_027639,,,ADAM9,NR_027639,,"Homo sapiens ADAM metallopeptidase domain 9 (ADAM9), transcript variant 4, non-coding RNA.",,
1730,uc011ald.1,,['G1566.1'],uc011ald.1,chr22,+,31277667,31303811,31284274,31302326,12,"31277667,31283412,31284209,31285166,31285476,31286714,31289108,31289449,31289624,31289803,31301823,31302183,","31277789,31283605,31284327,31285221,31285623,31286960,31289229,31289553,31289720,31289988,31302056,31303811,",B4DTR3,uc011ald.1,48495,uc011ald.1,AK300323,B4DTR3,B4DTR3_HUMAN,OSBP2,NM_030758,NP_110385,"Homo sapiens oxysterol binding protein 2 (OSBP2), transcript variant 1, mRNA.",,
1731,uc002ywp.3,,['G1537.1'],uc002ywp.3,chr21,-,39426312,39493454,39426948,39493349,3,"39426312,39492400,39493221,","39427075,39492502,39493454,",P56555,uc002ywp.3,47861,uc002ywp.3,NM_005867,P56555,DSCR4_HUMAN,DSCR4,NM_005867,NP_005858,"Homo sapiens Down syndrome critical region gene 4 (DSCR4), mRNA.",,
1732,uc003qqp.3,,['G2019.1'],uc003qqp.3,chr6,+,157099063,157531913,157099063,157529025,19,"157099063,157150360,157222509,157256599,157405795,157431605,157454161,157469757,157488173,157495141,157502102,157505364,157510775,157511171,157517298,157519944,157521838,157524999,157527300,","157100605,157150555,157222659,157256710,157406039,157431695,157454341,157470085,157488319,157495251,157502312,157505569,157510914,157511344,157517449,157520041,157522622,157525130,157531913,",Q8NFD5,uc003qqp.3,62094,uc003qqp.3,NM_017519,Q8NFD5,ARI1B_HUMAN,ARID1B,NM_017519,NP_059989,"Homo sapiens AT rich interactive domain 1B (SWI1-like) (ARID1B), transcript variant 1, mRNA.",,
1733,uc003uys.4,,['G2120.1'],uc003uys.4,chr7,+,101459183,101901513,101459310,101892322,24,"101459183,101559394,101671377,101713618,101740643,101747615,101754977,101758486,101801839,101813725,101821748,101833092,101837121,101838786,101839913,101842081,101843350,101844639,101847670,101848393,101870646,101877331,101882599,101891691,","101459373,101559505,101671425,101713697,101740781,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101840585,101842147,101843452,101845484,101847836,101848450,101870949,101877520,101882864,101901513,",P39880-3,uc003uys.4,69284,uc003uys.4,NM_001202543,P39880-3,P39880-3,CUX1,NM_001202543,NP_001189472,"Homo sapiens cut-like homeobox 1 (CUX1), transcript variant 4, mRNA.",,
1734,uc021qwa.1,,['G622.1'],uc021qwa.1,chr12,+,20724797,20837041,20725060,20833205,15,"20724797,20766376,20769163,20774229,20782841,20786626,20787835,20790033,20792779,20799423,20799684,20801621,20803378,20806880,20832963,","20725105,20766634,20769318,20774345,20783061,20786712,20787990,20790171,20792891,20799537,20799884,20801825,20803534,20807139,20837041,",NP_001231612,uc021qwa.1,15938,uc021qwa.1,NM_001244683,Q14432,PDE3A_HUMAN,PDE3A,NM_001244683,NP_001231612,"Homo sapiens phosphodiesterase 3A, cGMP-inhibited (PDE3A), transcript variant 2, mRNA.",,
1735,uc011kpk.2,,['G2207.1' 'G2207.2' 'G2207.3'],uc011kpk.2,chr7,-,130628918,130791789,130628918,130628918,3,"130628918,130668811,130791501,","130630594,130668868,130791789,",uc011kpk.2,,71527,uc011kpk.2,NR_024153,,,FLJ43663,NR_024153,,"Homo sapiens uncharacterized LOC378805 (FLJ43663), transcript variant 2, non-coding RNA.",,
1736,uc001grj.3,,['G208.1'],uc001grj.3,chr1,-,185265521,185275632,185267166,185270203,8,"185265521,185268841,185269130,185269348,185269568,185270103,185270565,185274667,","185267420,185269015,185269262,185269475,185269690,185270328,185270695,185275632,",B3KSM1,uc001grj.3,7071,uc001grj.3,AK093912,B3KSM1,B3KSM1_HUMAN,IVNS1ABP,NM_006469,NP_006460,"Homo sapiens influenza virus NS1A binding protein (IVNS1ABP), mRNA.",,
1737,uc011alb.1,,['G1566.1'],uc011alb.1,chr22,+,31090792,31302551,31090896,31302220,12,"31090792,31137147,31266415,31283412,31284209,31285163,31286714,31289108,31289449,31289624,31289803,31301823,","31091540,31137356,31266669,31283605,31284327,31285221,31286960,31289229,31289553,31289720,31289988,31302551,",B4DFA8,uc011alb.1,48490,uc011alb.1,AK294007,B4DFA8,B4DFA8_HUMAN,OSBP2,,,"Homo sapiens oxysterol binding protein 2 (OSBP2), transcript variant 1, mRNA.",,
1738,uc021rtu.1,,['G846.1'],uc021rtu.1,chr14,-,58732082,58764855,58732082,58732082,4,"58732082,58740696,58758352,58764672,","58734111,58740853,58758425,58764855,",uc021rtu.1,,22690,uc021rtu.1,NR_029435,,,FLJ31306,NR_029435,,"Homo sapiens uncharacterized LOC379025 (FLJ31306), transcript variant 2, non-coding RNA.",,
1739,uc010mnd.3,,['G2379.1'],uc010mnd.3,chr9,+,45441936,45563563,45558046,45563207,3,"45441936,45557900,45562967,","45442175,45558076,45563563,",Q9BR82,uc010mnd.3,74760,uc010mnd.3,BC006438,Q9BR82,Q9BR82_HUMAN,LOC100132167,,,SubName: Full=LOC100132167 protein;,,
1740,uc002aeb.3,,['G867.1' 'G868.1'],uc002aeb.3,chr15,+,57210832,57580714,57212111,57574785,21,"57210832,57212089,57213223,57355947,57383986,57458599,57484355,57489970,57523349,57524488,57524909,57526240,57535669,57543547,57544618,57545459,57554291,57555309,57565227,57574642,57578354,","57211104,57212186,57213296,57356021,57384089,57458664,57484491,57490023,57523455,57524628,57525054,57526305,57535748,57543621,57544690,57545666,57554406,57555472,57565460,57574796,57580714,",Q99081-3,uc002aeb.3,24034,uc002aeb.3,NM_207037,Q99081-3,Q99081-3,TCF12,NM_207037,NP_996920,"Homo sapiens transcription factor 12 (TCF12), transcript variant 2, mRNA.",,
1741,uc002urk.4,,['G1321.1'],uc002urk.4,chr2,+,190648810,190742355,190656535,190742162,12,"190648810,190656515,190660494,190670377,190682742,190717380,190718664,190718964,190728468,190732524,190738221,190741997,","190649319,190656667,190660677,190670480,190682906,190717503,190718808,190719854,190728954,190732655,190738382,190742355,",P54277-3,uc002urk.4,41988,uc002urk.4,NM_001128143,P54277-3,P54277-3,PMS1,NM_001128143,NP_001121615,"Homo sapiens PMS1 postmeiotic segregation increased 1 (S. cerevisiae) (PMS1), transcript variant 2, mRNA.",,
1742,uc001hqr.3,,['G225.1'],uc001hqr.3,chr1,-,227177565,227505826,227181968,227504883,36,"227177565,227182523,227192694,227203780,227204627,227210963,227213755,227216357,227218108,227218998,227221034,227222355,227223171,227227831,227235627,227257477,227259908,227261564,227261959,227268593,227279586,227288692,227300012,227300371,227307504,227316809,227327276,227330645,227333189,227335059,227348243,227381486,227387257,227400836,227441764,227504705,","227182100,227182681,227192812,227203898,227204751,227211048,227213853,227216951,227218171,227219215,227221116,227222495,227223308,227227937,227235711,227257554,227260000,227261713,227262065,227268718,227279692,227288940,227300123,227300614,227307638,227316932,227327443,227330725,227333438,227335260,227348337,227381635,227387353,227400920,227441856,227505826,",Q5VT25-5,uc001hqr.3,7517,uc001hqr.3,NM_003607,Q5VT25-5,Q5VT25-5,CDC42BPA,NM_003607,NP_003598,"Homo sapiens CDC42 binding protein kinase alpha (DMPK-like) (CDC42BPA), transcript variant B, mRNA.",,
1743,uc003vio.3,,['G2127.1'],uc003vio.3,chr7,+,116593380,116870075,116593594,116869911,15,"116593380,116739815,116759614,116769846,116770544,116771938,116776134,116778488,116810915,116829374,116830887,116849840,116859137,116861976,116869815,","116593745,116739898,116759774,116769901,116770660,116772014,116776289,116778586,116811030,116829447,116830990,116849991,116859230,116862116,116870075,",Q9NRC1-2,uc003vio.3,69476,uc003vio.3,NM_018412,Q9NRC1-2,Q9NRC1-2,ST7,NM_018412,NP_060882,"Homo sapiens suppression of tumorigenicity 7 (ST7), transcript variant a, mRNA.",,
1744,uc003lca.2,,['G1927.1'],uc003lca.2,chr5,-,137273641,137368802,137275913,137354800,22,"137273641,137277632,137278563,137278821,137281590,137284643,137288316,137289024,137289854,137295304,137295854,137298093,137320945,137323149,137323962,137342678,137346696,137347456,137353990,137354643,137356719,137368470,","137276037,137277734,137278727,137278905,137281686,137284873,137288398,137289154,137290065,137295452,137295903,137298158,137321078,137323305,137324004,137342836,137346838,137347634,137354203,137354835,137356886,137368802,",Q9NYF5-2,uc003lca.2,59592,uc003lca.2,NM_001101800,Q9NYF5-2,Q9NYF5-2,FAM13B,NM_001101800,NP_001095270,"Homo sapiens family with sequence similarity 13, member B (FAM13B), transcript variant 2, mRNA.",,
1745,uc003mex.1,,['G1940.1'],uc003mex.1,chr5,+,176237559,176298002,176237751,176297555,6,"176237559,176289624,176295130,176295561,176295784,176297370,","176237821,176289846,176295274,176295665,176295965,176298002,",Q6ZN44-2,uc003mex.1,58526,uc003mex.1,AK131380,Q6ZN44-2,Q6ZN44-2,UNC5A,NM_133369,NP_588610,"Homo sapiens unc-5 homolog A (C. elegans) (UNC5A), mRNA.",,
1746,uc001gfk.2,,['G66.1'],uc001gfk.2,chr1,+,168218461,168220378,168218534,168218849,1,"168218461,","168220378,",uc001gfk.2,,2946,uc001gfk.2,DQ576756,,,DQ576756,,,"Homo sapiens cDNA FLJ34896 fis, clone NT2NE2018180.",,
1747,uc003hlq.1,,['G1735.1'],uc003hlq.1,chr4,-,79839093,79860582,79841692,79851473,5,"79839093,79845010,79847674,79851323,79860193,","79841835,79845101,79847872,79851479,79860582,",Q6TCH7,uc003hlq.1,56177,uc003hlq.1,BX648346,Q6TCH7,PAQR3_HUMAN,PAQR3,,,"Homo sapiens progestin and adipoQ receptor family member III (PAQR3), mRNA.",,
1748,uc001goe.2,,['G205.1'],uc001goe.2,chr1,+,180199432,180244188,180199664,180243714,6,"180199432,180217419,180235526,180240514,180240969,180243319,","180199740,180217591,180235729,180240669,180241141,180244188,",Q969G2,uc001goe.2,3112,uc001goe.2,NM_033343,Q969G2,LHX4_HUMAN,LHX4,NM_033343,NP_203129,"Homo sapiens LIM homeobox 4 (LHX4), mRNA.",,
1749,uc021ygh.2,,['G1862.1'],uc021ygh.2,chr5,+,154134888,154197167,154172232,154193656,20,"154134888,154135686,154169884,154170204,154172181,154173154,154173359,154173659,154174734,154179150,154179432,154181566,154182849,154183099,154183760,154185440,154188018,154190806,154191072,154193446,","154135256,154135753,154169946,154170270,154172356,154173283,154173560,154173822,154174879,154179319,154179602,154181959,154182973,154183305,154183867,154185592,154188163,154190916,154191200,154197167,",Q6PKG0,uc021ygh.2,58320,uc021ygh.2,AB018274,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
1750,uc002qht.1,,['G1246.1'],uc002qht.1,chr19,+,55385548,55401838,55396657,55401229,6,"55385548,55386785,55392291,55396646,55399373,55401014,","55385779,55386821,55392368,55396937,55399595,55401838,",P24071-11,uc002qht.1,37633,uc002qht.1,D87859,P24071-11,P24071-11,FCAR,,,"Homo sapiens Fc fragment of IgA, receptor for (FCAR), transcript variant 2, mRNA.",,
1751,uc002twm.4,,['G1306.1'],uc002twm.4,chr2,+,148778579,149271044,149216327,149270510,15,"148778579,148779216,148936268,148990813,149099782,149215771,149220150,149221307,149225909,149240678,149243310,149246954,149260004,149267628,149270438,","148778615,148779253,148936362,148990964,149099905,149216440,149220253,149221488,149228030,149241005,149243519,149248163,149260078,149267704,149271044,",Q9P267,uc002twm.4,41628,uc002twm.4,NM_018328,Q9P267,MBD5_HUMAN,MBD5,NM_018328,NP_060798,"Homo sapiens methyl-CpG binding domain protein 5 (MBD5), mRNA.",,
1752,uc003kvh.3,,['G1924.1'],uc003kvh.3,chr5,+,130599701,130730360,130695186,130726784,5,"130599701,130651668,130694901,130721235,130726685,","130599859,130651837,130695240,130721337,130730360,",Q9NRR3,uc003kvh.3,57876,uc003kvh.3,BC058909,Q9NRR3,C42S2_HUMAN,CDC42SE2,NM_020240,NP_064625,"Homo sapiens CDC42 small effector 2 (CDC42SE2), transcript variant 1, mRNA.",,
1753,uc002qhz.1,,['G1246.1'],uc002qhz.1,chr19,+,55385548,55401838,55385745,55401105,4,"55385548,55396646,55399373,55401014,","55385779,55396937,55399587,55401838,",P24071-8,uc002qhz.1,37629,uc002qhz.1,NM_133274,P24071-8,P24071-8,FCAR,NM_133274,NP_579808,"Homo sapiens Fc fragment of IgA, receptor for (FCAR), transcript variant 6, mRNA.",,
1754,uc004csq.4,,['G2498.1'],uc004csq.4,chrX,+,9431334,9687780,9622304,9684286,18,"9431334,9469819,9502939,9608312,9622254,9652082,9656056,9659618,9660152,9661188,9661361,9665408,9673032,9677287,9677672,9679650,9682941,9684259,","9431502,9469889,9503074,9608400,9622362,9652228,9656315,9659751,9660294,9661252,9661459,9665469,9673154,9677362,9677800,9679816,9683043,9687780,",NP_001132940,uc004csq.4,77679,uc004csq.4,NM_001139468,O60907,TBL1X_HUMAN,TBL1X,NM_001139468,NP_001132940,"Homo sapiens transducin (beta)-like 1X-linked (TBL1X), transcript variant 4, mRNA.",,
1755,uc003uyw.3,,['G2120.1'],uc003uyw.3,chr7,+,101459183,101927250,101459310,101926382,22,"101459183,101559394,101671377,101713618,101747615,101754977,101758486,101801839,101813725,101821748,101833092,101837121,101838786,101916636,101917514,101918517,101921219,101923328,101924095,101925131,101926003,101926312,","101459373,101559505,101671425,101713697,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101916764,101917581,101918630,101921336,101923412,101924152,101925212,101926068,101927250,",J3KQV9,uc003uyw.3,69282,uc003uyw.3,NM_001202545,J3KQV9,J3KQV9_HUMAN,CUX1,NM_001202545,NP_001189474,"Homo sapiens cut-like homeobox 1 (CUX1), transcript variant 6, mRNA.",,
1756,uc031sqt.1,,['G2021.1'],uc031sqt.1,chr6,+,160148029,160170453,160157297,160169682,7,"160148029,160157289,160160021,160163119,160164696,160169222,160169621,","160148365,160157327,160160077,160163178,160164824,160169401,160170453,",NP_001257461,uc031sqt.1,62136,uc031sqt.1,NM_001270532,Q15007-2,Q15007-2,WTAP,NM_001270532,NP_001257461,"Homo sapiens Wilms tumor 1 associated protein (WTAP), transcript variant 5, mRNA.",,
1757,uc021ofr.1,,['G6.1'],uc021ofr.1,chr1,+,6845383,6948261,6845383,6845383,4,"6845383,6885151,6931816,6947713,","6845635,6885270,6931900,6948261,",uc021ofr.1,,234,uc021ofr.1,NR_038934,,,CAMTA1,NR_038934,,"Homo sapiens calmodulin binding transcription activator 1 (CAMTA1), transcript variant 4, non-coding RNA.",,
1758,uc002jaa.4,,['G1039.1'],uc002jaa.4,chr17,+,60556385,60692841,60558486,60689926,21,"60556385,60558481,60598133,60599564,60600494,60613530,60629662,60631023,60637376,60642361,60650575,60654069,60655837,60657471,60663495,60673945,60678011,60679402,60683490,60685401,60689752,","60556651,60558567,60598205,60599634,60600538,60613698,60629758,60631116,60637487,60642498,60650728,60654136,60655935,60657553,60663587,60674035,60678181,60679541,60683602,60685509,60692841,",Q86UE8-3,uc002jaa.4,31416,uc002jaa.4,NM_001112707,Q86UE8-3,Q86UE8-3,TLK2,NM_001112707,NP_001106178,"Homo sapiens tousled-like kinase 2 (TLK2), transcript variant B, mRNA.",,
1759,uc002tla.2,,['G1382.1'],uc002tla.2,chr2,+,115199898,116602326,115200355,116599921,26,"115199898,116066814,116101392,116257085,116283473,116447262,116447415,116485391,116497314,116503661,116510749,116520147,116525872,116534783,116535362,116538449,116539927,116548656,116548862,116572368,116573250,116593732,116594082,116594249,116598325,116599786,","115200415,116066929,116101488,116257180,116283548,116447315,116447497,116485512,116497469,116503759,116510873,116520186,116525980,116534875,116535410,116538571,116539975,116548755,116548932,116572563,116573305,116593832,116594141,116594322,116598399,116602326,",Q0GLB9,uc002tla.2,41387,uc002tla.2,NM_020868,Q0GLB9,Q0GLB9_HUMAN,DPP10,NM_020868,NP_001171507,"Homo sapiens dipeptidyl-peptidase 10 (non-functional) (DPP10), transcript variant 1, mRNA.",,
1760,uc002atx.2,,['G906.1'],uc002atx.2,chr15,-,72491369,72523727,72491990,72511438,11,"72491369,72492814,72495362,72499068,72499467,72500961,72502013,72502687,72509749,72511284,72523456,","72492097,72492996,72495529,72499221,72499618,72501232,72502200,72502819,72509841,72511451,72523727,",P14618-2,uc002atx.2,26016,uc002atx.2,NM_182471,P14618-2,P14618-2,PKM,NM_182471,NP_872271,"Homo sapiens pyruvate kinase, muscle (PKM), transcript variant 3, mRNA.",,
1761,uc001xdn.2,,['G846.1'],uc001xdn.2,chr14,-,58740653,58764855,58740653,58740653,4,"58740653,58758352,58760483,58764672,","58740728,58758425,58762529,58764855,",uc001xdn.2,,22696,uc001xdn.2,AK055868,,,FLJ31306,,,"Homo sapiens uncharacterized LOC379025 (FLJ31306), transcript variant 2, non-coding RNA.",,
1762,uc002ryg.3,,['G1364.1'],uc002ryg.3,chr2,-,55199326,55277734,55200291,55277436,7,"55199326,55200698,55200956,55201830,55209650,55214626,55276880,","55200334,55200757,55201003,55201900,55209789,55214834,55277734,",Q9NQC3-2,uc002ryg.3,43272,uc002ryg.3,NM_153828,Q9NQC3-2,Q9NQC3-2,RTN4,NM_153828,NP_722550,"Homo sapiens reticulon 4 (RTN4), transcript variant 2, mRNA.",,
1763,uc002tzy.1,,['G1425.1'],uc002tzy.1,chr2,+,159313966,159519600,159481812,159519600,14,"159313966,159389691,159433782,159459581,159477501,159477742,159481466,159488264,159490581,159497138,159498997,159514642,159517844,159519408,","159314819,159389828,159433895,159459616,159477633,159477933,159481939,159488453,159490801,159497271,159499211,159514826,159517962,159519600,",Q6LCG8,uc002tzy.1,41685,uc002tzy.1,AK054911,Q6LCG8,Q6LCG8_HUMAN,PKP4,,,"Homo sapiens plakophilin 4 (PKP4), transcript variant 2, mRNA.",,
1764,uc002nss.3,,['G1168.1'],uc002nss.3,chr19,+,30433145,30507519,30433539,30505976,10,"30433145,30476129,30477188,30496267,30496557,30498376,30499911,30502000,30503191,30505793,","30433571,30476208,30477324,30496359,30496615,30498545,30500260,30502143,30503438,30507519,",F8W9T0,uc002nss.3,36430,uc002nss.3,NR_045557,F8W9T0,F8W9T0_HUMAN,URI1,NR_045557,,"Homo sapiens URI1, prefoldin-like chaperone (URI1), transcript variant 4, non-coding RNA.",,
1765,uc001xdl.3,,['G846.1'],uc001xdl.3,chr14,-,58732082,58764855,58732082,58732082,5,"58732082,58740696,58752308,58758352,58764672,","58734111,58740728,58752474,58758425,58764855,",uc001xdl.3,,22689,uc001xdl.3,NR_029434,,,FLJ31306,NR_029434,,"Homo sapiens uncharacterized LOC379025 (FLJ31306), transcript variant 1, non-coding RNA.",,
1766,uc011byq.2,,['G1725.1'],uc011byq.2,chr4,+,39699663,39784410,39699947,39780054,5,"39699663,39739039,39747371,39779301,39779979,","39700010,39739133,39747430,39779430,39784410,",B4DIZ2,uc011byq.2,54539,uc011byq.2,AK295846,B4DIZ2,B4DIZ2_HUMAN,UBE2K,NM_001111113,,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 1, mRNA.",,
1767,uc010wcb.2,,['G1076.1'],uc010wcb.2,chr17,-,31086829,31203902,31087129,31203890,11,"31086829,31087307,31087499,31091895,31094653,31098142,31099806,31102881,31105497,31107593,31203795,","31087144,31087422,31087645,31092099,31094770,31098238,31099860,31103047,31105591,31107802,31203902,",J3KRL0,uc010wcb.2,32766,uc010wcb.2,BC030602,J3KRL0,J3KRL0_HUMAN,MYO1D,NM_015194,NP_056009,"Homo sapiens myosin ID (MYO1D), mRNA.",,
1768,uc002rye.3,,['G1364.1'],uc002rye.3,chr2,-,55199326,55277734,55200291,55277436,9,"55199326,55200698,55200956,55201830,55209650,55214626,55252221,55255299,55276880,","55200334,55200757,55201003,55201900,55209789,55214834,55254621,55255356,55277734,",Q9NQC3,uc002rye.3,43269,uc002rye.3,NM_020532,Q9NQC3,RTN4_HUMAN,RTN4,NM_020532,NP_997404,"Homo sapiens reticulon 4 (RTN4), transcript variant 1, mRNA.",,
1769,uc003iix.4,,['G1793.1'],uc003iix.4,chr4,-,142949181,143767604,142949934,143352412,27,"142949181,143003183,143007296,143029245,143033694,143043280,143044444,143045740,143066992,143081510,143094784,143114239,143129577,143130048,143159016,143181644,143191815,143226610,143235864,143324090,143326358,143350325,143352321,143383815,143389109,143646991,143767361,","142950067,143003338,143007409,143029343,143033835,143043398,143044568,143045913,143067149,143081714,143094962,143114348,143129682,143130179,143159164,143181717,143191927,143226690,143235915,143324207,143326477,143350370,143352538,143383879,143389208,143647054,143767604,",O15327,uc003iix.4,56623,uc003iix.4,NM_003866,O15327,INP4B_HUMAN,INPP4B,NM_003866,NP_003857,"Homo sapiens inositol polyphosphate-4-phosphatase, type II, 105kDa (INPP4B), transcript variant 1, mRNA.",,
1770,uc001gfj.4,,['G66.1'],uc001gfj.4,chr1,+,168195254,168283664,168260401,168282240,7,"168195254,168260397,168262381,168266961,168269659,168277979,168281945,","168195380,168260662,168262516,168267023,168269721,168278115,168283664,",B3KRD9,uc001gfj.4,2944,uc001gfj.4,AX746960,B3KRD9,B3KRD9_HUMAN,TBX19,NM_005149,NP_005140,"Homo sapiens T-box 19 (TBX19), mRNA.",,
1771,uc003gut.4,,['G1725.1'],uc003gut.4,chr4,+,39699663,39784410,39699947,39780054,5,"39699663,39757276,39776453,39779301,39779979,","39700010,39757359,39776553,39779430,39784410,",P61086-2,uc003gut.4,54536,uc003gut.4,NM_001111113,P61086-2,P61086-2,UBE2K,NM_001111113,NP_001104583,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 3, mRNA.",,
