,Absolute Distance,Cluster,Dataset,FeatureSubtype,FeatureSubtypeIndex,FeatureType,FeatureTypeIndex,Relative Distance
20533,86.0,G926.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,54.0,Splice Junction ,108.0,0.0009968587358440263
43283,129.0,G2320.1,IonXpress_SFPQ_N,Splice Junction Intron from 5'-UTR to 5'-UTR to Exon from 5'-UTR to Coding_Region,1.0,Splice Junction ,6.0,0.02660342338626521
94247,612.0,G1808.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.01441899915182358
94295,666.0,G1808.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.015691263782866838
68899,0.0,G470.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68901,0.0,G470.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68903,0.0,G470.3,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
37736,2576.0,G1927.1,IonXpress_SFPQ_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,32.0,0.03195990124192007
68907,0.0,G470.5,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68909,0.0,G470.6,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
11880,104.0,G472.1,IonXpress_SFPQ_N,Splice Junction Intron from 5'-UTR to 5'-UTR to Exon from 5'-UTR to Coding_Region,1.0,Splice Junction ,2.0,0.048484848484848485
95387,3802.0,G1925.1,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,16.0,0.11489181675329385
18951,89.0,G762.2,IonXpress_SFPQ_N,Splice Junction 5'-UTR to Exon from 5'-UTR to 3'-UTR,,Splice Junction ,1.0,0.09100204498977506
69903,147.0,G478.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,5.0,Splice Junction ,14.0,0.0009507424846070265
83037,156.0,G1049.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.02056690837178642
83061,99.0,G1049.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.013052076466710614
48130,3963.0,G2460.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.019216595224702756
79105,58668.0,G867.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,2.0,Splice Junction ,5.0,0.15904876541201732
67483,64113.0,G293.3,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,18.0,0.11522452544669655
67465,64164.0,G293.2,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,18.0,0.11531618315726666
10016,81.0,G293.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,20.0,0.01981893809640323
102352,909.0,G2486.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.26822071407494835
26859,11360.0,G1249.1,IonXpress_SFPQ_N,Splice Junction Exon from 3'-UTR to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,12.0,0.0836407277332332
42283,24197.0,G2259.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,14.0,0.19240770044291064
102369,541.0,G2488.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.0935500605222203
44012,0.0,G2358.1,IonXpress_SFPQ_N,Splice Junction 5'-UTR to Exon from 5'-UTR to 3'-UTR,,Splice Junction ,1.0,0.0
44024,0.0,G2358.2,IonXpress_SFPQ_N,Splice Junction 5'-UTR to Exon from 5'-UTR to 3'-UTR,,Splice Junction ,1.0,0.0
100763,52.0,G2245.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.001855552383671139
79581,16808.0,G875.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.14976387775104696
79607,16833.0,G875.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.1499866345896819
38866,906.0,G1999.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,9.0,0.007325651910248636
38792,874.0,G1999.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,9.0,0.007066909237921973
11926,0.0,G511.3,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68677,0.0,G455.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68675,0.0,G455.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
46344,123.0,G2408.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,2.0,0.00028764057556177606
94391,5535.0,G1810.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.13040712468193386
68883,0.0,G467.10,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
87068,8527.0,G1322.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,13.0,Splice Junction ,27.0,0.10064444549360275
77927,11873.0,G751.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,0.00808482908005363
19653,235.0,G872.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,4.0,Splice Junction ,8.0,0.0037495013960909453
77941,172064.0,G753.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,0.11716567260425739
77857,113.0,G733.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,4.0,0.023640167364016737
18401,6761.0,G731.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,5.0,0.08765720212628031
41711,3832.0,G2223.1,IonXpress_SFPQ_N,Splice Junction Exon from 3'-UTR to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,3.0,0.3649871416325364
21613,0.0,G1025.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,12.0,0.0
44956,41483.0,G2374.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.24563740903250256
1873,7.0,G88.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,4.0,0.00041989082838462
73410,23479.0,G580.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.07456893950702369
50224,21.0,G2650.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.00034559936804686987
24189,23.0,G1150.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,20.0,Splice Junction ,40.0,0.0005282134901132214
5095,744.0,G217.2,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.032206397991428944
55114,46.0,G2977.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,12.0,Splice Junction ,25.0,0.0017619795457157084
54891,73.0,G2977.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,12.0,Splice Junction ,24.0,0.002796184931244494
20065,0.0,G896.2,IonXpress_SFPQ_N,Splice Junction 5'-UTR to 3'-UTR,,Splice Junction ,1.0,0.0
100499,5024.0,G2235.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,19.0,Splice Junction ,39.0,0.04640036942969291
76987,8231.0,G702.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,22.0,Splice Junction ,47.0,0.03942333022008286
52185,100.0,G2781.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,2.0,Splice Junction ,4.0,0.031133250311332503
36138,87.0,G1913.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,19.0,Splice Junction ,42.0,0.004169861963190184
52171,124.0,G2781.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,2.0,Splice Junction ,4.0,0.038605230386052306
17929,34.0,G700.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,7.0,0.0013137557959814528
18143,85.0,G706.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,9.0,0.0049710509386513835
48613,244.0,G2510.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,4.0,0.0018107069177909375
87168,65.0,G1328.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,7.0,Splice Junction ,15.0,0.001716398204383417
28195,65.0,G1328.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,4.0,Splice Junction ,10.0,0.006245796098779667
19352,101.0,G811.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,4.0,0.02112970711297071
19337,136.0,G811.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,4.0,0.028451882845188285
24771,3.0,G1164.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.000986842105263158
49015,109.0,G2516.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,10.0,Splice Junction ,20.0,0.00021053322851740183
24547,55.0,G1164.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.018092105263157895
1157,73.0,G54.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,4.0,Splice Junction ,8.0,0.0036582310197945376
60041,549.0,G86.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,20.0,0.013900493733383973
59664,4922.0,G84.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,9.0,Splice Junction ,19.0,0.12462337004684138
59758,4938.0,G84.2,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,9.0,Splice Junction ,19.0,0.12502848461830612
77404,19310.0,G712.1,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,2.0,Splice Junction ,20.0,0.22448789788183868
55745,49.0,G2979.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,26.0,0.0049877850162866446
27697,33.0,G1291.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,21.0,Splice Junction ,42.0,0.000215261379499289
40030,1113.0,G2080.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,6.0,0.026335092160991884
98696,3997.0,G2080.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.019381461295265433
98704,3982.0,G2080.3,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.01930872626413484
29570,150.0,G1460.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.024303305249513935
98664,6616.0,G2078.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.03208099773066703
54570,41.0,G2967.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.0003946557831510858
52822,11.0,G2850.3,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.003245795219828858
52816,0.0,G2850.2,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.0
52810,14.0,G2850.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.004131012097964001
103091,11556.0,G2570.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.2850025895873924
103105,11527.0,G2570.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.2842873702123462
19182,3304.0,G780.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,2.0,Splice Junction ,5.0,0.03335823758657593
20817,36.0,G965.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,15.0,0.0011443829868395957
89922,1581.0,G1518.1,IonXpress_NONO_N,Splice Junction Exon from 3'-UTR to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,7.0,0.049290724863600935
78327,26957.0,G809.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.04886976100825041
101911,3480.0,G2409.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,18.0,0.030495285498965963
50430,3438.0,G2670.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,0.06179007907979871
101996,134.0,G2437.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,9.0,Splice Junction ,19.0,0.0018896127703979468
52899,705.0,G2864.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.08491929655504697
52742,33.0,G2838.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.003974945796193688
52766,637.0,G2842.2,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.11015044094760505
40728,4201.0,G2141.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,4.0,Splice Junction ,8.0,0.02356484961351627
52762,588.0,G2842.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.10167733010548158
103161,29627.0,G2574.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.11161509800745181
46471,665.0,G2415.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.020784497577746523
15447,55.0,G603.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,10.0,0.014635444385311336
52770,1117.0,G2844.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.1931523430745288
15185,81.0,G601.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.02155401809473124
15249,43.0,G601.3,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.011442256519425226
15120,71.0,G601.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.018893028206492815
90616,2565.0,G1566.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.09811046511627906
73830,42225.0,G591.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.13410594449014332
56404,49.0,G2982.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,45.0,Splice Junction ,91.0,0.0018768912552189069
56217,98.0,G2982.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,45.0,Splice Junction ,90.0,0.0037537825104378138
33018,148.0,G1666.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,6.0,0.015184159228480558
74640,85816.0,G611.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.2725502837742129
64994,112.0,G199.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,13.0,0.027403963787619282
88575,2276.0,G1394.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.020619864285779
93778,332.0,G1733.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,8.0,Splice Junction ,16.0,0.010995197880443782
88591,2189.0,G1394.3,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.01983167087942453
88583,2244.0,G1394.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.02032995406734977
85525,96.0,G1233.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.017903767251025736
88623,1944.0,G1396.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.017612045769575733
26158,688.0,G1233.3,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.20128730251609128
26132,735.0,G1233.2,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.21503803393797544
39815,70.0,G2074.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.0011822926343168882
64769,45.0,G195.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.011010521164668462
31164,99.0,G1547.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,8.0,0.029676258992805755
31130,133.0,G1547.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,8.0,0.03986810551558753
64732,66.0,G195.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.016148764374847076
98632,8588.0,G2076.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.04164322982330237
52786,2232.0,G2848.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.3859588448901954
52792,450.0,G2848.2,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.13278253172027146
94714,4055.0,G1853.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,13.0,0.02232720505239047
39465,1633.0,G2054.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.05650323518217363
101891,121.0,G2407.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,6.0,Splice Junction ,12.0,0.03767123287671233
40720,109.0,G2137.1,IonXpress_SFPQ_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,4.0,0.03892857142857143
103322,50.0,G2586.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,13.0,0.006817562039814562
45886,86.0,G2402.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,6.0,Splice Junction ,12.0,0.00701639879252672
93866,299.0,G1735.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,12.0,0.00571712652249565
85473,54.0,G1201.2,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,11.0,Splice Junction ,23.0,0.005739795918367347
85444,71.0,G1201.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,11.0,Splice Junction ,22.0,0.007546768707482993
26890,14160.0,G1264.1,IonXpress_SFPQ_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,18.0,0.17860746720484358
13863,171.0,G586.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,13.0,Splice Junction ,26.0,0.00641410352588147
51798,1813.0,G2758.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.010591190559644819
61814,1431.0,G168.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,0.06046393712764609
19714,20373.0,G885.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.07110672116099444
62468,1676.0,G168.4,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,0.0708159040013521
62686,1745.0,G168.5,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,0.07373135589639583
46606,113.0,G2419.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,2.0,0.004159917537917833
26279,421.0,G1242.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,23.0,Splice Junction ,46.0,0.013704427083333333
61781,12016.0,G166.1,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,6.0,0.11313542166859682
40324,2498.0,G2123.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,2.0,0.030830751761845403
1372,122.0,G70.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,5.0,0.0137124873552883
1408,158.0,G70.2,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,5.0,0.017758795099471734
101218,3279.0,G2338.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.2801366937206322
48372,27.0,G2483.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,14.0,Splice Junction ,31.0,0.0002632887692712752
102334,551.0,G2485.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.16258483328415463
102346,633.0,G2485.3,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.1867807612865152
102340,581.0,G2485.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.17143700206550605
104075,115.0,G2592.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,27.0,Splice Junction ,54.0,0.004404948864289271
104262,83.0,G2592.2,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,27.0,Splice Junction ,55.0,0.003179223962921822
